SNO,PLAYER,TEAM_IMG,BLANK,TEAM,MAT,INS,NO,RUNS,BALLS,AVG,SR,HS,100s,75s,50s,25s,0s,6s,4s,League Name
,HARLEQUINS 3,,,,,,,,,,,,,,,,,,,2024 Titans Second League
240,Gerrie Viljoen,IRENE VILLAGERS 3,,IRENE VILLAGERS 3,2,2,0,1,3,0.50,33.33,1,0,0,0,0,1,0,0,2024 Titans Second League
,IRENE VILLAGERS 3,,,,,,,,,,,,,,,,,,,2024 Titans Second League
241,Jaco Van der walt,SINOVILLE 3,,SINOVILLE 3,1,1,0,1,3,1.00,33.33,1,0,0,0,0,0,0,0,2024 Titans Second League
,SINOVILLE 3,,,,,,,,,,,,,,,,,,,2024 Titans Second League
242,Liam Van Wyk,CENTURION KAVALIERS 3,,CENTURION KAVALIERS 3,2,1,0,1,3,1.00,33.33,1,0,0,0,0,0,0,0,2024 Titans Second League
,CENTURION KAVALIERS 3,,,,,,,,,,,,,,,,,,,2024 Titans Second League
243,Charl Foxcroft,TUT 3,,TUT 3,1,1,0,1,4,1.00,25.00,1,0,0,0,0,0,0,0,2024 Titans Second League
,TUT 3,,,,,,,,,,,,,,,,,,,2024 Titans Second League
244,Burgert Kloppers,PHSOB 3,,PHSOB 3,2,2,0,1,4,0.50,25.00,1,0,0,0,0,1,0,0,2024 Titans Second League
,PHSOB 3,,,,,,,,,,,,,,,,,,,2024 Titans Second League
245,Clayton Brunsdon,IRENE VILLAGERS 3,,IRENE VILLAGERS 3,1,1,0,1,4,1.00,25.00,1,0,0,0,0,0,0,0,2024 Titans Second League
,IRENE VILLAGERS 3,,,,,,,,,,,,,,,,,,,2024 Titans Second League
246,Louwhan Labuschagne,PHSOB 3,,PHSOB 3,2,2,0,1,5,0.50,20.00,1,0,0,0,0,1,0,0,2024 Titans Second League
,PHSOB 3,,,,,,,,,,,,,,,,,,,2024 Titans Second League
247,JEANDRE Du Bruyn,TUT 3,,TUT 3,1,1,0,1,5,1.00,20.00,1,0,0,0,0,0,0,0,2024 Titans Second League
,TUT 3,,,,,,,,,,,,,,,,,,,2024 Titans Second League
248,Adriaan Ferreira,PHSOB 3,,PHSOB 3,1,1,0,1,6,1.00,16.67,1,0,0,0,0,0,0,0,2024 Titans Second League
,PHSOB 3,,,,,,,,,,,,,,,,,,,2024 Titans Second League
249,Hanco Hertzog,SINOVILLE 4,,SINOVILLE 4,2,1,0,1,6,1.00,16.67,1,0,0,0,0,0,0,0,2024 Titans Second League
,SINOVILLE 4,,,,,,,,,,,,,,,,,,,2024 Titans Second League
250,Nathi Kundhlande,CENTURION KAVALIERS 3,,CENTURION KAVALIERS 3,4,3,2,1,6,1.00,16.67,1,0,0,0,0,0,0,0,2024 Titans Second League
,CENTURION KAVALIERS 3,,,,,,,,,,,,,,,,,,,2024 Titans Second League
251,Clinton Da costa,HARLEQUINS 3,,HARLEQUINS 3,2,2,0,1,6,0.50,16.67,1,0,0,0,0,1,0,0,2024 Titans Second League
,HARLEQUINS 3,,,,,,,,,,,,,,,,,,,2024 Titans Second League
252,Andre Schoombee,SINOVILLE 3,,SINOVILLE 3,1,1,0,1,7,1.00,14.29,1,0,0,0,0,0,0,0,2024 Titans Second League
,SINOVILLE 3,,,,,,,,,,,,,,,,,,,2024 Titans Second League
253,Enrico B,SINOVILLE 4,,SINOVILLE 4,1,1,0,1,7,1.00,14.29,1,0,0,0,0,0,0,0,2024 Titans Second League
,SINOVILLE 4,,,,,,,,,,,,,,,,,,,2024 Titans Second League
254,Jaydon Blom,SINOVILLE 3,,SINOVILLE 3,1,1,0,1,9,1.00,11.11,1,0,0,0,0,0,0,0,2024 Titans Second League
,SINOVILLE 3,,,,,,,,,,,,,,,,,,,2024 Titans Second League
255,Matt Rogerson,PHSOB 3,,PHSOB 3,2,1,0,1,10,1.00,10.00,1,0,0,0,0,0,0,0,2024 Titans Second League
,PHSOB 3,,,,,,,,,,,,,,,,,,,2024 Titans Second League
256,Kyle Klese,PHSOB 3,,PHSOB 3,1,1,0,1,11,1.00,9.09,1,0,0,0,0,0,0,0,2024 Titans Second League
,PHSOB 3,,,,,,,,,,,,,,,,,,,2024 Titans Second League
257,Pietman Voster,CENTURION KAVALIERS 3,,CENTURION KAVALIERS 3,2,2,0,1,35,0.50,2.86,1,0,0,0,0,1,0,0,2024 Titans Second League
,CENTURION KAVALIERS 3,,,,,,,,,,,,,,,,,,,2024 Titans Second League
258,Eben Botha,TUKS 5,,TUKS 5,1,0,0,0,0,--,0.00,0,0,0,0,0,0,0,0,2024 Titans Second League
,TUKS 5,,,,,,,,,,,,,,,,,,,2024 Titans Second League
259,Dylan Van wyk,SINOVILLE 4,,SINOVILLE 4,1,0,0,0,0,--,0.00,0,0,0,0,0,0,0,0,2024 Titans Second League
,SINOVILLE 4,,,,,,,,,,,,,,,,,,,2024 Titans Second League
260,Dewald Basson,TUT 3,,TUT 3,3,0,0,0,0,--,0.00,0,0,0,0,0,0,0,0,2024 Titans Second League
,TUT 3,,,,,,,,,,,,,,,,,,,2024 Titans Second League
261,Lucky Moshoati,TUKS 5,,TUKS 5,1,0,0,0,0,--,0.00,0,0,0,0,0,0,0,0,2024 Titans Second League
,TUKS 5,,,,,,,,,,,,,,,,,,,2024 Titans Second League
262,Stephan Stoltz,CBCOB 3,,CBCOB 3,1,0,0,0,0,--,0.00,0,0,0,0,0,0,0,0,2024 Titans Second League
,CBCOB 3,,,,,,,,,,,,,,,,,,,2024 Titans Second League
263,Riaan Davel,SINOVILLE 4,,SINOVILLE 4,2,0,0,0,0,--,0.00,0,0,0,0,0,0,0,0,2024 Titans Second League
,SINOVILLE 4,,,,,,,,,,,,,,,,,,,2024 Titans Second League
264,JP Roetz,SINOVILLE 4,,SINOVILLE 4,1,0,0,0,0,--,0.00,0,0,0,0,0,0,0,0,2024 Titans Second League
,SINOVILLE 4,,,,,,,,,,,,,,,,,,,2024 Titans Second League
265,Ali Ali,SINOVILLE 4,,SINOVILLE 4,1,0,0,0,0,--,0.00,0,0,0,0,0,0,0,0,2024 Titans Second League
,SINOVILLE 4,,,,,,,,,,,,,,,,,,,2024 Titans Second League
266,Bennie Viljoen,IRENE VILLAGERS 3,,IRENE VILLAGERS 3,1,0,0,0,0,--,0.00,0,0,0,0,0,0,0,0,2024 Titans Second League
,IRENE VILLAGERS 3,,,,,,,,,,,,,,,,,,,2024 Titans Second League
267,Emil Rolfes,PHSOB 4,,PHSOB 4,1,0,0,0,0,--,0.00,0,0,0,0,0,0,0,0,2024 Titans Second League
,PHSOB 4,,,,,,,,,,,,,,,,,,,2024 Titans Second League
268,Micheal TUT3,TUT 3,,TUT 3,1,0,0,0,0,--,0.00,0,0,0,0,0,0,0,0,2024 Titans Second League
,TUT 3,,,,,,,,,,,,,,,,,,,2024 Titans Second League
269,Marco Rudolph,SINOVILLE 4,,SINOVILLE 4,2,0,0,0,0,--,0.00,0,0,0,0,0,0,0,0,2024 Titans Second League
,SINOVILLE 4,,,,,,,,,,,,,,,,,,,2024 Titans Second League
270,Francois Viljoen,CBCOB 3,,CBCOB 3,1,0,0,0,0,--,0.00,0,0,0,0,0,0,0,0,2024 Titans Second League
,CBCOB 3,,,,,,,,,,,,,,,,,,,2024 Titans Second League
271,Brad Goss,PHSOB 3,,PHSOB 3,1,0,0,0,0,--,0.00,0,0,0,0,0,0,0,0,2024 Titans Second League
,PHSOB 3,,,,,,,,,,,,,,,,,,,2024 Titans Second League
272,Frans Steenkamp,CBCOB 3,,CBCOB 3,1,0,0,0,0,--,0.00,0,0,0,0,0,0,0,0,2024 Titans Second League
,CBCOB 3,,,,,,,,,,,,,,,,,,,2024 Titans Second League
273,Ewan Erasmus,HARLEQUINS 3,,HARLEQUINS 3,1,0,0,0,0,--,0.00,0,0,0,0,0,0,0,0,2024 Titans Second League
,HARLEQUINS 3,,,,,,,,,,,,,,,,,,,2024 Titans Second League
274,Ruan Venter,SINOVILLE 3,,SINOVILLE 3,1,0,0,0,0,--,0.00,0,0,0,0,0,0,0,0,2024 Titans Second League
,SINOVILLE 3,,,,,,,,,,,,,,,,,,,2024 Titans Second League
275,Pieter Sky,CENTURION KAVALIERS 3,,CENTURION KAVALIERS 3,1,0,0,0,0,--,0.00,0,0,0,0,0,0,0,0,2024 Titans Second League
,CENTURION KAVALIERS 3,,,,,,,,,,,,,,,,,,,2024 Titans Second League
276,Dewald Dummon,PHSOB 3,,PHSOB 3,1,0,0,0,0,--,0.00,0,0,0,0,0,0,0,0,2024 Titans Second League
,PHSOB 3,,,,,,,,,,,,,,,,,,,2024 Titans Second League
277,Wehan du Waal,PHSOB 3,,PHSOB 3,2,0,0,0,0,--,0.00,0,0,0,0,0,0,0,0,2024 Titans Second League
,PHSOB 3,,,,,,,,,,,,,,,,,,,2024 Titans Second League
278,Divan Haasbroek,CBCOB 3,,CBCOB 3,1,0,0,0,0,--,0.00,0,0,0,0,0,0,0,0,2024 Titans Second League
,CBCOB 3,,,,,,,,,,,,,,,,,,,2024 Titans Second League
279,Ryno Opperman,IRENE VILLAGERS 3,,IRENE VILLAGERS 3,1,1,1,0,0,--,0.00,0,0,0,0,0,0,0,0,2024 Titans Second League
,IRENE VILLAGERS 3,,,,,,,,,,,,,,,,,,,2024 Titans Second League
280,Johan Coetzer,HARLEQUINS 3,,HARLEQUINS 3,1,0,0,0,0,--,0.00,0,0,0,0,0,0,0,0,2024 Titans Second League
,HARLEQUINS 3,,,,,,,,,,,,,,,,,,,2024 Titans Second League
281,Juan Viljoen,HARLEQUINS 3,,HARLEQUINS 3,1,0,0,0,0,--,0.00,0,0,0,0,0,0,0,0,2024 Titans Second League
,HARLEQUINS 3,,,,,,,,,,,,,,,,,,,2024 Titans Second League
282,Rodger Dolwan,SINOVILLE 4,,SINOVILLE 4,1,0,0,0,0,--,0.00,0,0,0,0,0,0,0,0,2024 Titans Second League
,SINOVILLE 4,,,,,,,,,,,,,,,,,,,2024 Titans Second League
283,Echardt Stuwig,SINOVILLE 4,,SINOVILLE 4,1,0,0,0,0,--,0.00,0,0,0,0,0,0,0,0,2024 Titans Second League
,SINOVILLE 4,,,,,,,,,,,,,,,,,,,2024 Titans Second League
284,Christopher Volschenk,SINOVILLE 4,,SINOVILLE 4,1,0,0,0,0,--,0.00,0,0,0,0,0,0,0,0,2024 Titans Second League
,SINOVILLE 4,,,,,,,,,,,,,,,,,,,2024 Titans Second League
285,Haardi Abdul,HARLEQUINS 3,,HARLEQUINS 3,1,0,0,0,0,--,0.00,0,0,0,0,0,0,0,0,2024 Titans Second League
,HARLEQUINS 3,,,,,,,,,,,,,,,,,,,2024 Titans Second League
286,Dwayne Kruger,SINOVILLE 4,,SINOVILLE 4,1,0,0,0,0,--,0.00,0,0,0,0,0,0,0,0,2024 Titans Second League
,SINOVILLE 4,,,,,,,,,,,,,,,,,,,2024 Titans Second League
287,Johan Kavaliers,CENTURION KAVALIERS 3,,CENTURION KAVALIERS 3,1,0,0,0,0,--,0.00,0,0,0,0,0,0,0,0,2024 Titans Second League
,CENTURION KAVALIERS 3,,,,,,,,,,,,,,,,,,,2024 Titans Second League
288,Hennie Snr Smit,CENTURION KAVALIERS 3,,CENTURION KAVALIERS 3,1,0,0,0,0,--,0.00,0,0,0,0,0,0,0,0,2024 Titans Second League
,CENTURION KAVALIERS 3,,,,,,,,,,,,,,,,,,,2024 Titans Second League
289,Hennie Snr Smit,CENTURION KAVALIERS 3,,CENTURION KAVALIERS 3,1,0,0,0,0,--,0.00,0,0,0,0,0,0,0,0,2024 Titans Second League
,CENTURION KAVALIERS 3,,,,,,,,,,,,,,,,,,,2024 Titans Second League
290,Anton Ehlers,PHSOB 3,,PHSOB 3,1,0,0,0,0,--,0.00,0,0,0,0,0,0,0,0,2024 Titans Second League
,PHSOB 3,,,,,,,,,,,,,,,,,,,2024 Titans Second League
291,Navada CBC,SINOVILLE 4,,SINOVILLE 4,1,0,0,0,0,--,0.00,0,0,0,0,0,0,0,0,2024 Titans Second League
,SINOVILLE 4,,,,,,,,,,,,,,,,,,,2024 Titans Second League
292,Stefan Ferraira,SINOVILLE 4,,SINOVILLE 4,1,0,0,0,0,--,0.00,0,0,0,0,0,0,0,0,2024 Titans Second League
,SINOVILLE 4,,,,,,,,,,,,,,,,,,,2024 Titans Second League
293,Jean Cbc,SINOVILLE 4,,SINOVILLE 4,1,0,0,0,0,--,0.00,0,0,0,0,0,0,0,0,2024 Titans Second League
,SINOVILLE 4,,,,,,,,,,,,,,,,,,,2024 Titans Second League
294,Jean Cbc,SINOVILLE 4,,SINOVILLE 4,1,0,0,0,0,--,0.00,0,0,0,0,0,0,0,0,2024 Titans Second League
,SINOVILLE 4,,,,,,,,,,,,,,,,,,,2024 Titans Second League
295,Ali Cbc,SINOVILLE 4,,SINOVILLE 4,1,0,0,0,0,--,0.00,0,0,0,0,0,0,0,0,2024 Titans Second League
,SINOVILLE 4,,,,,,,,,,,,,,,,,,,2024 Titans Second League
296,Marius Swanepoel,CBCOB 3,,CBCOB 3,1,0,0,0,0,--,0.00,0,0,0,0,0,0,0,0,2024 Titans Second League
,CBCOB 3,,,,,,,,,,,,,,,,,,,2024 Titans Second League
297,Janco Harholt,CENTURION KAVALIERS 3,,CENTURION KAVALIERS 3,1,0,0,0,0,--,0.00,0,0,0,0,0,0,0,0,2024 Titans Second League
,CENTURION KAVALIERS 3,,,,,,,,,,,,,,,,,,,2024 Titans Second League
298,Shane Henery,CENTURION KAVALIERS 3,,CENTURION KAVALIERS 3,1,0,0,0,0,--,0.00,0,0,0,0,0,0,0,0,2024 Titans Second League
,CENTURION KAVALIERS 3,,,,,,,,,,,,,,,,,,,2024 Titans Second League
299,Jonathan White,CENTURION KAVALIERS 3,,CENTURION KAVALIERS 3,1,0,0,0,0,--,0.00,0,0,0,0,0,0,0,0,2024 Titans Second League
,CENTURION KAVALIERS 3,,,,,,,,,,,,,,,,,,,2024 Titans Second League
300,Dustyn Du preez,CENTURION KAVALIERS 3,,CENTURION KAVALIERS 3,1,0,0,0,0,--,0.00,0,0,0,0,0,0,0,0,2024 Titans Second League
,CENTURION KAVALIERS 3,,,,,,,,,,,,,,,,,,,2024 Titans Second League
301,Keith Slater,CENTURION KAVALIERS 3,,CENTURION KAVALIERS 3,1,0,0,0,0,--,0.00,0,0,0,0,0,0,0,0,2024 Titans Second League
,CENTURION KAVALIERS 3,,,,,,,,,,,,,,,,,,,2024 Titans Second League
302,Avea Tamsnqa,CENTURION KAVALIERS 3,,CENTURION KAVALIERS 3,1,0,0,0,0,--,0.00,0,0,0,0,0,0,0,0,2024 Titans Second League
,CENTURION KAVALIERS 3,,,,,,,,,,,,,,,,,,,2024 Titans Second League
303,Miles M,CBCOB 3,,CBCOB 3,1,0,0,0,0,--,0.00,0,0,0,0,0,0,0,0,2024 Titans Second League
,CBCOB 3,,,,,,,,,,,,,,,,,,,2024 Titans Second League
304,Brandon Van Wyk,SINOVILLE 3,,SINOVILLE 3,1,1,0,0,1,0.00,0.00,0,0,0,0,0,1,0,0,2024 Titans Second League
,SINOVILLE 3,,,,,,,,,,,,,,,,,,,2024 Titans Second League
305,Malcolm Lourens,CENTURION KAVALIERS 3,,CENTURION KAVALIERS 3,1,1,0,0,1,0.00,0.00,0,0,0,0,0,1,0,0,2024 Titans Second League
,CENTURION KAVALIERS 3,,,,,,,,,,,,,,,,,,,2024 Titans Second League
306,Mikky Hudson,TUKS 5,,TUKS 5,1,1,1,0,1,--,0.00,0,0,0,0,0,0,0,0,2024 Titans Second League
,TUKS 5,,,,,,,,,,,,,,,,,,,2024 Titans Second League
307,Mollie Sinoville,SINOVILLE 3,,SINOVILLE 3,1,1,0,0,1,0.00,0.00,0,0,0,0,0,1,0,0,2024 Titans Second League
,SINOVILLE 3,,,,,,,,,,,,,,,,,,,2024 Titans Second League
308,Divan Potgieter,TUT 3,,TUT 3,3,1,0,0,1,0.00,0.00,0,0,0,0,0,1,0,0,2024 Titans Second League
,TUT 3,,,,,,,,,,,,,,,,,,,2024 Titans Second League
309,Sj Delport,SINOVILLE 3,,SINOVILLE 3,1,1,0,0,1,0.00,0.00,0,0,0,0,0,1,0,0,2024 Titans Second League
,SINOVILLE 3,,,,,,,,,,,,,,,,,,,2024 Titans Second League
310,Lester Joseph,CENTURION KAVALIERS 3,,CENTURION KAVALIERS 3,1,1,0,0,1,0.00,0.00,0,0,0,0,0,1,0,0,2024 Titans Second League
,CENTURION KAVALIERS 3,,,,,,,,,,,,,,,,,,,2024 Titans Second League
311,Jaco Joubert,IRENE VILLAGERS 3,,IRENE VILLAGERS 3,1,1,0,0,1,0.00,0.00,0,0,0,0,0,1,0,0,2024 Titans Second League
,IRENE VILLAGERS 3,,,,,,,,,,,,,,,,,,,2024 Titans Second League
312,Barend Pelser,IRENE VILLAGERS 3,,IRENE VILLAGERS 3,2,1,0,0,1,0.00,0.00,0,0,0,0,0,1,0,0,2024 Titans Second League
,IRENE VILLAGERS 3,,,,,,,,,,,,,,,,,,,2024 Titans Second League
313,Erich Ackerman,IRENE VILLAGERS 3,,IRENE VILLAGERS 3,1,1,0,0,1,0.00,0.00,0,0,0,0,0,1,0,0,2024 Titans Second League
,IRENE VILLAGERS 3,,,,,,,,,,,,,,,,,,,2024 Titans Second League
314,Bruce Cbc3,CBCOB 3,,CBCOB 3,1,1,0,0,2,0.00,0.00,0,0,0,0,0,1,0,0,2024 Titans Second League
,CBCOB 3,,,,,,,,,,,,,,,,,,,2024 Titans Second League
315,Franco Vorster,HARLEQUINS 3,,HARLEQUINS 3,1,1,0,0,2,0.00,0.00,0,0,0,0,0,1,0,0,2024 Titans Second League
,HARLEQUINS 3,,,,,,,,,,,,,,,,,,,2024 Titans Second League
316,Wessel Herbst,CBCOB 3,,CBCOB 3,2,1,0,0,2,0.00,0.00,0,0,0,0,0,1,0,0,2024 Titans Second League
,CBCOB 3,,,,,,,,,,,,,,,,,,,2024 Titans Second League
317,Keenan Huebsch,CENTURION KAVALIERS 3,,CENTURION KAVALIERS 3,1,1,0,0,2,0.00,0.00,0,0,0,0,0,1,0,0,2024 Titans Second League
,CENTURION KAVALIERS 3,,,,,,,,,,,,,,,,,,,2024 Titans Second League
318,Patrick Mounton,HARLEQUINS 3,,HARLEQUINS 3,2,1,0,0,2,0.00,0.00,0,0,0,0,0,1,0,0,2024 Titans Second League
,HARLEQUINS 3,,,,,,,,,,,,,,,,,,,2024 Titans Second League
319,Adrian Retief,SINOVILLE 4,,SINOVILLE 4,1,1,0,0,2,0.00,0.00,0,0,0,0,0,1,0,0,2024 Titans Second League
,SINOVILLE 4,,,,,,,,,,,,,,,,,,,2024 Titans Second League
320,Steffan Putter,SINOVILLE 4,,SINOVILLE 4,1,1,0,0,2,0.00,0.00,0,0,0,0,0,1,0,0,2024 Titans Second League
,SINOVILLE 4,,,,,,,,,,,,,,,,,,,2024 Titans Second League
321,Enrico Hepburn,SINOVILLE 4,,SINOVILLE 4,1,1,0,0,2,0.00,0.00,0,0,0,0,0,1,0,0,2024 Titans Second League
,SINOVILLE 4,,,,,,,,,,,,,,,,,,,2024 Titans Second League
322,Dylan Cutting,HARLEQUINS 3,,HARLEQUINS 3,1,1,0,0,2,0.00,0.00,0,0,0,0,0,1,0,0,2024 Titans Second League
,HARLEQUINS 3,,,,,,,,,,,,,,,,,,,2024 Titans Second League
323,Wian Nel,SINOVILLE 4,,SINOVILLE 4,1,1,0,0,3,0.00,0.00,0,0,0,0,0,1,0,0,2024 Titans Second League
,SINOVILLE 4,,,,,,,,,,,,,,,,,,,2024 Titans Second League
324,Matthew Bottham,CBCOB 3,,CBCOB 3,1,1,0,0,3,0.00,0.00,0,0,0,0,0,1,0,0,2024 Titans Second League
,CBCOB 3,,,,,,,,,,,,,,,,,,,2024 Titans Second League
325,Mike Brink,PHSOB 3,,PHSOB 3,1,1,0,0,3,0.00,0.00,0,0,0,0,0,1,0,0,2024 Titans Second League
,PHSOB 3,,,,,,,,,,,,,,,,,,,2024 Titans Second League
326,Ivan Havenga,CBCOB 3,,CBCOB 3,4,1,0,0,3,0.00,0.00,0,0,0,0,0,1,0,0,2024 Titans Second League
,CBCOB 3,,,,,,,,,,,,,,,,,,,2024 Titans Second League
327,Jayden Smith,TUT 3,,TUT 3,1,1,0,0,4,0.00,0.00,0,0,0,0,0,1,0,0,2024 Titans Second League
,TUT 3,,,,,,,,,,,,,,,,,,,2024 Titans Second League
328,Mohammed B Korowlay,HARLEQUINS 3,,HARLEQUINS 3,3,2,0,0,5,0.00,0.00,0,0,0,0,0,2,0,0,2024 Titans Second League
,HARLEQUINS 3,,,,,,,,,,,,,,,,,,,2024 Titans Second League
329,Meshack Gabeni,CENTURION KAVALIERS 3,,CENTURION KAVALIERS 3,1,1,0,0,5,0.00,0.00,0,0,0,0,0,1,0,0,2024 Titans Second League
,CENTURION KAVALIERS 3,,,,,,,,,,,,,,,,,,,2024 Titans Second League
330,Chanluke Van Niewenhuizen,CBCOB 3,,CBCOB 3,2,1,0,0,5,0.00,0.00,0,0,0,0,0,1,0,0,2024 Titans Second League
,CBCOB 3,,,,,,,,,,,,,,,,,,,2024 Titans Second League
331,Nathan Hall,CENTURION KAVALIERS 3,,CENTURION KAVALIERS 3,1,1,0,0,6,0.00,0.00,0,0,0,0,0,1,0,0,2024 Titans Second League
,CENTURION KAVALIERS 3,,,,,,,,,,,,,,,,,,,2024 Titans Second League
332,Aj Jordaan,CENTURION KAVALIERS 3,,CENTURION KAVALIERS 3,2,1,0,0,6,0.00,0.00,0,0,0,0,0,1,0,0,2024 Titans Second League
,CENTURION KAVALIERS 3,,,,,,,,,,,,,,,,,,,2024 Titans Second League
333,Stephan Van Der Berg,CBCOB 3,,CBCOB 3,1,1,0,0,7,0.00,0.00,0,0,0,0,0,1,0,0,2024 Titans Second League
,CBCOB 3,,,,,,,,,,,,,,,,,,,2024 Titans Second League
334,Rox Marule,SINOVILLE 4,,SINOVILLE 4,1,1,0,0,7,0.00,0.00,0,0,0,0,0,1,0,0,2024 Titans Second League
,SINOVILLE 4,,,,,,,,,,,,,,,,,,,2024 Titans Second League
335,Danie Kruger,SINOVILLE 4,,SINOVILLE 4,1,1,0,0,8,0.00,0.00,0,0,0,0,0,1,0,0,2024 Titans Second League
,SINOVILLE 4,,,,,,,,,,,,,,,,,,,2024 Titans Second League
336,Andries Putter,SINOVILLE 4,,SINOVILLE 4,2,2,1,0,9,0.00,0.00,0,0,0,0,0,1,0,0,2024 Titans Second League
,SINOVILLE 4,,,,,,,,,,,,,,,,,,,2024 Titans Second League
337,Enrico Hepburn,SINOVILLE 3,,SINOVILLE 3,1,1,0,0,9,0.00,0.00,0,0,0,0,0,1,0,0,2024 Titans Second League
,SINOVILLE 3,,,,,,,,,,,,,,,,,,,2024 Titans Second League
