SNO,LEAGUE_ID,CLUB_ID,PLAYER,PLAYER_ID,TEAM_IMG,BLANK,TEAM,TEAM_ID,CATCHES,WK_CATCHES,DIRECT_RO,INDIRECT_RO,STUMPINGS,TOTAL,League Name
74,790,32995,Chris Coetzee,3719304,CENTURION KAVALIERS 3,,CENTURION KAVALIERS 3,4560,1,0,0,0,0,1,2024 Titans Second League
,790,32995,CENTURION KAVALIERS 3,,,,,,,,,,,,2024 Titans Second League
75,790,32995,Stefan Olivier,3729935,TUT 3,,TUT 3,4559,1,0,0,0,0,1,2024 Titans Second League
,790,32995,TUT 3,,,,,,,,,,,,2024 Titans Second League
76,790,32995,Leon Bender,3730114,CBCOB 3,,CBCOB 3,4552,1,0,0,0,0,1,2024 Titans Second League
,790,32995,CBCOB 3,,,,,,,,,,,,2024 Titans Second League
77,790,32995,Reinhardt Hamman,3745388,SINOVILLE 4,,SINOVILLE 4,4557,1,0,0,0,0,1,2024 Titans Second League
,790,32995,SINOVILLE 4,,,,,,,,,,,,2024 Titans Second League
78,790,32995,Danie Kruger,3745390,SINOVILLE 4,,SINOVILLE 4,4557,1,0,0,0,0,1,2024 Titans Second League
,790,32995,SINOVILLE 4,,,,,,,,,,,,2024 Titans Second League
79,790,32995,Christie Klopper,3772083,SINOVILLE 3,,SINOVILLE 3,4556,0,1,0,0,0,1,2024 Titans Second League
,790,32995,SINOVILLE 3,,,,,,,,,,,,2024 Titans Second League
80,790,32995,Andre Schoombee,3772961,SINOVILLE 3,,SINOVILLE 3,4556,1,0,0,0,0,1,2024 Titans Second League
,790,32995,SINOVILLE 3,,,,,,,,,,,,2024 Titans Second League
81,790,32995,Callen Stephen,3782749,PHSOB 3,,PHSOB 3,4555,0,1,0,0,0,1,2024 Titans Second League
,790,32995,PHSOB 3,,,,,,,,,,,,2024 Titans Second League
82,790,32995,Simion Muller,3783164,CBCOB 3,,CBCOB 3,4552,0,1,0,0,0,1,2024 Titans Second League
,790,32995,CBCOB 3,,,,,,,,,,,,2024 Titans Second League
83,790,32995,Jaden Beukes,3783165,CBCOB 3,,CBCOB 3,4552,1,0,0,0,0,1,2024 Titans Second League
,790,32995,CBCOB 3,,,,,,,,,,,,2024 Titans Second League
84,790,32995,Wessel Herbst,3783166,CBCOB 3,,CBCOB 3,4552,1,0,0,0,0,1,2024 Titans Second League
,790,32995,CBCOB 3,,,,,,,,,,,,2024 Titans Second League
85,790,32995,Travis Joshua,3783171,HARLEQUINS 3,,HARLEQUINS 3,4553,1,0,0,0,0,1,2024 Titans Second League
,790,32995,HARLEQUINS 3,,,,,,,,,,,,2024 Titans Second League
86,790,32995,Hanco Hertzog,3928457,SINOVILLE 3,,SINOVILLE 3,4556,1,0,0,0,0,1,2024 Titans Second League
,790,32995,SINOVILLE 3,,,,,,,,,,,,2024 Titans Second League
87,790,32995,Jaco CBC,4046234,CBCOB 3,,CBCOB 3,4552,1,0,0,0,0,1,2024 Titans Second League
,790,32995,CBCOB 3,,,,,,,,,,,,2024 Titans Second League
88,790,32995,Ian Dorfling,4063612,SINOVILLE 3,,SINOVILLE 3,4556,1,0,0,0,0,1,2024 Titans Second League
,790,32995,SINOVILLE 3,,,,,,,,,,,,2024 Titans Second League
89,790,32995,Pieter Oosthuizen,4063614,SINOVILLE 3,,SINOVILLE 3,4556,1,0,0,0,0,1,2024 Titans Second League
,790,32995,SINOVILLE 3,,,,,,,,,,,,2024 Titans Second League
90,790,32995,Peter Harold,4116053,HARLEQUINS 3,,HARLEQUINS 3,4553,1,0,0,0,0,1,2024 Titans Second League
,790,32995,HARLEQUINS 3,,,,,,,,,,,,2024 Titans Second League
91,790,32995,Gunter Geyer,4655258,IRENE VILLAGERS 3,,IRENE VILLAGERS 3,4554,1,0,0,0,0,1,2024 Titans Second League
,790,32995,IRENE VILLAGERS 3,,,,,,,,,,,,2024 Titans Second League
92,790,32995,Acelan Pruss,4655260,IRENE VILLAGERS 3,,IRENE VILLAGERS 3,4554,1,0,0,0,0,1,2024 Titans Second League
,790,32995,IRENE VILLAGERS 3,,,,,,,,,,,,2024 Titans Second League
93,790,32995,Gary Van Blerk,4673569,TUT 3,,TUT 3,4559,1,0,0,0,0,1,2024 Titans Second League
,790,32995,TUT 3,,,,,,,,,,,,2024 Titans Second League
94,790,32995,Divan Potgieter,4673570,TUT 3,,TUT 3,4559,1,0,0,0,0,1,2024 Titans Second League
,790,32995,TUT 3,,,,,,,,,,,,2024 Titans Second League
95,790,32995,Christopher Volschenk,4673575,SINOVILLE 3,,SINOVILLE 3,4556,1,0,0,0,0,1,2024 Titans Second League
,790,32995,SINOVILLE 3,,,,,,,,,,,,2024 Titans Second League
96,790,32995,Stiaan Heymans,4673670,IRENE VILLAGERS 3,,IRENE VILLAGERS 3,4554,1,0,0,0,0,1,2024 Titans Second League
,790,32995,IRENE VILLAGERS 3,,,,,,,,,,,,2024 Titans Second League
97,790,32995,Franco Schmidt,4673821,CBCOB 3,,CBCOB 3,4552,1,0,0,0,0,1,2024 Titans Second League
,790,32995,CBCOB 3,,,,,,,,,,,,2024 Titans Second League
98,790,32995,Ewan Erasmus,4673825,HARLEQUINS 3,,HARLEQUINS 3,4553,1,0,0,0,0,1,2024 Titans Second League
,790,32995,HARLEQUINS 3,,,,,,,,,,,,2024 Titans Second League
99,790,32995,Nathan Stryfom,4673826,HARLEQUINS 3,,HARLEQUINS 3,4553,1,0,0,0,0,1,2024 Titans Second League
,790,32995,HARLEQUINS 3,,,,,,,,,,,,2024 Titans Second League
100,790,32995,Jd Van wyk,4702806,SINOVILLE 4,,SINOVILLE 4,4557,1,0,0,0,0,1,2024 Titans Second League
,790,32995,SINOVILLE 4,,,,,,,,,,,,2024 Titans Second League
101,790,32995,Benjamin Cronje,4702808,IRENE VILLAGERS 3,,IRENE VILLAGERS 3,4554,1,0,0,0,0,1,2024 Titans Second League
,790,32995,IRENE VILLAGERS 3,,,,,,,,,,,,2024 Titans Second League
102,790,32995,Werner Marneweck,4715784,TUKS 5,,TUKS 5,4558,1,0,0,0,0,1,2024 Titans Second League
,790,32995,TUKS 5,,,,,,,,,,,,2024 Titans Second League
103,790,32995,Ruan Venter,4715814,SINOVILLE 4,,SINOVILLE 4,4557,1,0,0,0,0,1,2024 Titans Second League
,790,32995,SINOVILLE 4,,,,,,,,,,,,2024 Titans Second League
104,790,32995,Riaan Davel,4715815,SINOVILLE 4,,SINOVILLE 4,4557,1,0,0,0,0,1,2024 Titans Second League
,790,32995,SINOVILLE 4,,,,,,,,,,,,2024 Titans Second League
105,790,32995,Tiaan Borman,4715816,SINOVILLE 4,,SINOVILLE 4,4557,1,0,0,0,0,1,2024 Titans Second League
,790,32995,SINOVILLE 4,,,,,,,,,,,,2024 Titans Second League
106,790,32995,Divan Haasbroek,4715852,CBCOB 3,,CBCOB 3,4552,1,0,0,0,0,1,2024 Titans Second League
,790,32995,CBCOB 3,,,,,,,,,,,,2024 Titans Second League
107,790,32995,Hennie Jnr Smit,4877007,SINOVILLE 4,,SINOVILLE 4,4557,1,0,0,0,0,1,2024 Titans Second League
,790,32995,SINOVILLE 4,,,,,,,,,,,,2024 Titans Second League
108,790,32995,Henre Quins,4878344,HARLEQUINS 3,,HARLEQUINS 3,4553,1,0,0,0,0,1,2024 Titans Second League
,790,32995,HARLEQUINS 3,,,,,,,,,,,,2024 Titans Second League
109,790,32995,JEANDRE Du Bruyn,4891852,TUT 3,,TUT 3,4559,1,0,0,0,0,1,2024 Titans Second League
,790,32995,TUT 3,,,,,,,,,,,,2024 Titans Second League
110,790,32995,Calyle Stolze,4896935,HARLEQUINS 3,,HARLEQUINS 3,4553,1,0,0,0,0,1,2024 Titans Second League
,790,32995,HARLEQUINS 3,,,,,,,,,,,,2024 Titans Second League
111,790,32995,Luke Marshell,4973936,HARLEQUINS 3,,HARLEQUINS 3,4553,1,0,0,0,0,1,2024 Titans Second League
,790,32995,HARLEQUINS 3,,,,,,,,,,,,2024 Titans Second League
112,790,32995,Ryan Kruger,4973940,SINOVILLE 3,,SINOVILLE 3,4556,1,0,0,0,0,1,2024 Titans Second League
,790,32995,SINOVILLE 3,,,,,,,,,,,,2024 Titans Second League
113,790,32995,Vuks Bamuza,5000466,HARLEQUINS 3,,HARLEQUINS 3,4553,1,0,0,0,0,1,2024 Titans Second League
,790,32995,HARLEQUINS 3,,,,,,,,,,,,2024 Titans Second League
114,790,32995,Clinton Da costa,5000469,HARLEQUINS 3,,HARLEQUINS 3,4553,1,0,0,0,0,1,2024 Titans Second League
,790,32995,HARLEQUINS 3,,,,,,,,,,,,2024 Titans Second League
115,790,32995,Enrico Hepburn,5034371,SINOVILLE 3,,SINOVILLE 3,4556,1,0,0,0,0,1,2024 Titans Second League
,790,32995,SINOVILLE 3,,,,,,,,,,,,2024 Titans Second League
116,790,32995,Nathan Hall,5045108,CENTURION KAVALIERS 3,,CENTURION KAVALIERS 3,4560,1,0,0,0,0,1,2024 Titans Second League
,790,32995,CENTURION KAVALIERS 3,,,,,,,,,,,,2024 Titans Second League
117,790,32995,Ryan Kruger,2698181,SINOVILLE 4,,SINOVILLE 4,4557,0,0,1,0,0,1,2024 Titans Second League
,790,32995,SINOVILLE 4,,,,,,,,,,,,2024 Titans Second League
118,790,32995,Wian Nel,2987474,SINOVILLE 4,,SINOVILLE 4,4557,0,0,1,0,0,1,2024 Titans Second League
,790,32995,SINOVILLE 4,,,,,,,,,,,,2024 Titans Second League
119,790,32995,Lessego Teffo,4196334,HARLEQUINS 3,,HARLEQUINS 3,4553,0,0,1,0,0,1,2024 Titans Second League
,790,32995,HARLEQUINS 3,,,,,,,,,,,,2024 Titans Second League
120,790,32995,Wendell Plaatjies,4673818,CBCOB 3,,CBCOB 3,4552,0,0,1,0,0,1,2024 Titans Second League
,790,32995,CBCOB 3,,,,,,,,,,,,2024 Titans Second League
121,790,32995,Sj Delport,4704968,SINOVILLE 3,,SINOVILLE 3,4556,0,0,0,1,0,1,2024 Titans Second League
,790,32995,SINOVILLE 3,,,,,,,,,,,,2024 Titans Second League
122,790,32995,Zadian Cbc3,4874626,CBCOB 3,,CBCOB 3,4552,0,0,1,0,0,1,2024 Titans Second League
,790,32995,CBCOB 3,,,,,,,,,,,,2024 Titans Second League
123,790,32995,Dian Botha,2934759,SINOVILLE 3,,SINOVILLE 3,4556,0,0,0,0,0,0,2024 Titans Second League
,790,32995,SINOVILLE 3,,,,,,,,,,,,2024 Titans Second League
124,790,32995,Marius Bornman,2936833,TUKS 5,,TUKS 5,4558,0,0,0,0,0,0,2024 Titans Second League
,790,32995,TUKS 5,,,,,,,,,,,,2024 Titans Second League
125,790,32995,Nico Kruger,2936834,TUKS 5,,TUKS 5,4558,0,0,0,0,0,0,2024 Titans Second League
,790,32995,TUKS 5,,,,,,,,,,,,2024 Titans Second League
126,790,32995,Ivan Bekker,2936839,TUKS 5,,TUKS 5,4558,0,0,0,0,0,0,2024 Titans Second League
,790,32995,TUKS 5,,,,,,,,,,,,2024 Titans Second League
127,790,32995,Eben Botha,2936848,TUKS 5,,TUKS 5,4558,0,0,0,0,0,0,2024 Titans Second League
,790,32995,TUKS 5,,,,,,,,,,,,2024 Titans Second League
128,790,32995,Chad Fortman,2936899,PHSOB 3,,PHSOB 3,4555,0,0,0,0,0,0,2024 Titans Second League
,790,32995,PHSOB 3,,,,,,,,,,,,2024 Titans Second League
129,790,32995,Christo Swanepoel,2936900,PHSOB 3,,PHSOB 3,4555,0,0,0,0,0,0,2024 Titans Second League
,790,32995,PHSOB 3,,,,,,,,,,,,2024 Titans Second League
130,790,32995,Emil Rolfes,2936903,PHSOB 3,,PHSOB 3,4555,0,0,0,0,0,0,2024 Titans Second League
,790,32995,PHSOB 3,,,,,,,,,,,,2024 Titans Second League
131,790,32995,Ryan Rossouw,2936911,PHSOB 3,,PHSOB 3,4555,0,0,0,0,0,0,2024 Titans Second League
,790,32995,PHSOB 3,,,,,,,,,,,,2024 Titans Second League
132,790,32995,Matt Rogerson,2936914,PHSOB 3,,PHSOB 3,4555,0,0,0,0,0,0,2024 Titans Second League
,790,32995,PHSOB 3,,,,,,,,,,,,2024 Titans Second League
133,790,32995,Adriaan Ferreira,2936919,PHSOB 3,,PHSOB 3,4555,0,0,0,0,0,0,2024 Titans Second League
,790,32995,PHSOB 3,,,,,,,,,,,,2024 Titans Second League
134,790,32995,Alain Grové,2937228,PHSOB 4,,PHSOB 4,4561,0,0,0,0,0,0,2024 Titans Second League
,790,32995,PHSOB 4,,,,,,,,,,,,2024 Titans Second League
135,790,32995,Ettienne Tait,2939149,HARLEQUINS 3,,HARLEQUINS 3,4553,0,0,0,0,0,0,2024 Titans Second League
