SNO,LEAGUE_ID,CLUB_ID,PLAYER,PLAYER_ID,TEAM_IMG,BLANK,TEAM,TEAM_ID,MAT,INS,OVERS,RUNS,WKTS,BBF,MDNS,DOTS,ECON,AVE,SR,HATTRICK,4W,5W,WIDES,NB,League Name
,576,32995,PHSOB 3,,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
220,576,32995,Josh Botes,2985840,IRENE VILLAGERS 4,,IRENE VILLAGERS 4,3307,1,1,4.0,43,0,43/ 0,0,10,10.75,0,0.0,0,0,0,1,0,2023 Titans Second League
,576,32995,IRENE VILLAGERS 4,,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
221,576,32995,Jayden Blom,4187740,SINOVILLE 4,,SINOVILLE 4,3303,1,1,4.0,44,0,44/ 0,0,9,11.00,0,0.0,0,0,0,0,0,2023 Titans Second League
,576,32995,SINOVILLE 4,,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
222,576,32995,Kian Hoeuner,3928431,CBCOB 3,,CBCOB 3,3298,1,1,2.0,23,0,23/ 0,0,0,11.50,0,0.0,0,0,0,2,0,2023 Titans Second League
,576,32995,CBCOB 3,,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
223,576,32995,Hanco Hertzog,4165763,SINOVILLE 4,,SINOVILLE 4,3303,1,1,3.0,35,0,35/ 0,0,10,11.67,0,0.0,0,0,0,18,0,2023 Titans Second League
,576,32995,SINOVILLE 4,,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
224,576,32995,Andre Kruyshaar,3772081,SINOVILLE 3,,SINOVILLE 3,3302,3,1,4.0,47,0,0/ 0,0,13,11.75,0,0.0,0,0,0,0,2,2023 Titans Second League
,576,32995,SINOVILLE 3,,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
225,576,32995,Johan Pretorius,3255251,TUKS 5,,TUKS 5,3304,6,1,2.0,24,0,0/ 0,0,5,12.00,0,0.0,0,0,0,1,1,2023 Titans Second League
,576,32995,TUKS 5,,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
226,576,32995,Dewan Bohmer,4116166,PHSOB 3,,PHSOB 3,3300,4,1,0.3,6,0,0/ 0,0,2,12.00,0,0.0,0,0,0,0,0,2023 Titans Second League
,576,32995,PHSOB 3,,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
227,576,32995,Thomas Hobson,4185926,PHSOB 3,,PHSOB 3,3300,2,1,1.0,12,0,0/ 0,0,3,12.00,0,0.0,0,0,0,3,0,2023 Titans Second League
,576,32995,PHSOB 3,,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
228,576,32995,Maans Roubaix,3031813,SINOVILLE 3,,SINOVILLE 3,3302,1,1,1.0,13,0,13/ 0,0,1,13.00,0,0.0,0,0,0,0,1,2023 Titans Second League
,576,32995,SINOVILLE 3,,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
229,576,32995,Simion Muller,3783164,CBCOB 3,,CBCOB 3,3298,1,1,2.0,26,0,26/ 0,0,5,13.00,0,0.0,0,0,0,3,0,2023 Titans Second League
,576,32995,CBCOB 3,,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
230,576,32995,Matt Collett,4081460,PHSOB 3,,PHSOB 3,3300,3,1,1.0,14,0,0/ 0,0,3,14.00,0,0.0,0,0,0,1,0,2023 Titans Second League
,576,32995,PHSOB 3,,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
231,576,32995,Andre Schoombee,3772084,SINOVILLE 3,,SINOVILLE 3,3302,1,1,2.0,29,0,29/ 0,0,4,14.50,0,0.0,0,0,0,2,0,2023 Titans Second League
,576,32995,SINOVILLE 3,,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
232,576,32995,Gerbrandt Viviers,3018253,IRENE VILLAGERS 4,,IRENE VILLAGERS 4,3307,4,1,1.0,15,0,0/ 0,0,4,15.00,0,0.0,0,0,0,0,3,2023 Titans Second League
,576,32995,IRENE VILLAGERS 4,,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
233,576,32995,Hanco Hertzog,3928457,SINOVILLE 3,,SINOVILLE 3,3302,1,1,1.0,15,0,15/ 0,0,0,15.00,0,0.0,0,0,0,5,0,2023 Titans Second League
,576,32995,SINOVILLE 3,,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
234,576,32995,Eugene Joubert,4187738,SINOVILLE 4,,SINOVILLE 4,3303,1,1,1.0,15,0,15/ 0,0,1,15.00,0,0.0,0,0,0,0,0,2023 Titans Second League
,576,32995,SINOVILLE 4,,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
235,576,32995,Schalk Pelzer,4187737,SINOVILLE 4,,SINOVILLE 4,3303,1,1,2.0,32,0,32/ 0,0,5,16.00,0,0.0,0,0,0,7,0,2023 Titans Second League
,576,32995,SINOVILLE 4,,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
236,576,32995,Mulder Kotze,2985832,IRENE VILLAGERS 4,,IRENE VILLAGERS 4,3307,1,1,2.0,33,0,33/ 0,0,4,16.50,0,0.0,0,0,0,5,0,2023 Titans Second League
,576,32995,IRENE VILLAGERS 4,,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
237,576,32995,Tyler Lockhart,3772078,PHSOB 3,,PHSOB 3,3300,4,1,2.0,34,0,0/ 0,0,2,17.00,0,0.0,0,0,0,0,0,2023 Titans Second League
,576,32995,PHSOB 3,,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
238,576,32995,Johan Feuth,3056115,CBCOB 3,,CBCOB 3,3298,1,1,1.0,26,0,26/ 0,0,0,26.00,0,0.0,0,0,0,0,0,2023 Titans Second League
,576,32995,CBCOB 3,,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
239,576,32995,Rowan Sweetman,4196332,HARLEQUINS 3,,HARLEQUINS 3,3306,2,1,1.0,32,0,0/ 0,0,0,32.00,0,0.0,0,0,0,1,0,2023 Titans Second League
,576,32995,HARLEQUINS 3,,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
1,18,32995,Tiaan Engelbrecht,2936837,TUKS 5,,TUKS 5,1860,10,8,39.2,182,15,39/ 5,4,156,4.63,12.13,15.7,0,0,1,8,5,Titans Second League
,18,32995,TUKS 5,,,,,,,,,,,,,,,,,,,,,,Titans Second League
2,18,32995,Uzair Vayani,3018178,PHSOB 3,,PHSOB 3,1193,7,7,26.1,135,15,11/ 6,1,95,5.16,9.00,10.5,0,0,2,16,1,Titans Second League
,18,32995,PHSOB 3,,,,,,,,,,,,,,,,,,,,,,Titans Second League
3,18,32995,Donovan Steinberg,2985796,IRENE VILLAGERS 3,,IRENE VILLAGERS 3,1195,7,7,43.0,190,12,31/ 5,5,171,4.42,15.83,21.5,0,0,1,6,0,Titans Second League
,18,32995,IRENE VILLAGERS 3,,,,,,,,,,,,,,,,,,,,,,Titans Second League
4,18,32995,Steven Meyburgh,2937220,PHSOB 3,,PHSOB 3,1193,7,7,32.0,141,11,18/ 5,2,115,4.41,12.82,17.5,1,0,1,12,0,Titans Second League
,18,32995,PHSOB 3,,,,,,,,,,,,,,,,,,,,,,Titans Second League
5,18,32995,Jacques Joubert,2985795,IRENE VILLAGERS 3,,IRENE VILLAGERS 3,1195,9,9,44.0,266,11,21/ 4,6,173,6.05,24.18,24.0,0,1,0,15,0,Titans Second League
,18,32995,IRENE VILLAGERS 3,,,,,,,,,,,,,,,,,,,,,,Titans Second League
6,18,32995,Christian Strydom,2936847,TUKS 5,,TUKS 5,1860,12,9,44.0,273,11,78/ 3,1,147,6.20,24.82,24.0,0,0,0,21,0,Titans Second League
,18,32995,TUKS 5,,,,,,,,,,,,,,,,,,,,,,Titans Second League
7,18,32995,Victor Van Niekerk,2985801,IRENE VILLAGERS 3,,IRENE VILLAGERS 3,1195,6,6,26.0,196,11,52/ 6,0,83,7.54,17.82,14.2,0,0,1,10,0,Titans Second League
,18,32995,IRENE VILLAGERS 3,,,,,,,,,,,,,,,,,,,,,,Titans Second League
8,18,32995,Christo Swanepoel,2936900,PHSOB 3,,PHSOB 3,1193,8,8,39.1,202,9,0/ 2,4,143,5.16,22.44,26.1,0,0,0,12,0,Titans Second League
,18,32995,PHSOB 3,,,,,,,,,,,,,,,,,,,,,,Titans Second League
9,18,32995,Dawie Kruger,2985805,IRENE VILLAGERS 3,,IRENE VILLAGERS 3,1195,8,8,33.0,182,9,23/ 4,0,105,5.52,20.22,22.0,0,1,0,11,1,Titans Second League
,18,32995,IRENE VILLAGERS 3,,,,,,,,,,,,,,,,,,,,,,Titans Second League
10,18,32995,Martin Van Tonder,2840539,TUKS 5,,TUKS 5,1860,12,11,40.5,287,9,38/ 3,0,151,7.03,31.89,27.2,0,0,0,29,0,Titans Second League
,18,32995,TUKS 5,,,,,,,,,,,,,,,,,,,,,,Titans Second League
11,18,32995,Dewald Basson,3018234,TUT 3,,TUT 3,1197,6,6,36.0,170,8,25/ 4,3,148,4.72,21.25,27.0,0,1,0,18,1,Titans Second League
,18,32995,TUT 3,,,,,,,,,,,,,,,,,,,,,,Titans Second League
12,18,32995,Justin Fourie,2987524,PHSOB 3,,PHSOB 3,1193,4,4,19.0,90,8,37/ 5,1,75,4.74,11.25,14.2,0,0,1,7,0,Titans Second League
,18,32995,PHSOB 3,,,,,,,,,,,,,,,,,,,,,,Titans Second League
13,18,32995,Adriaan Ferreira,2936919,PHSOB 3,,PHSOB 3,1193,5,5,22.0,109,8,11/ 3,4,88,4.95,13.62,16.5,0,0,0,12,0,Titans Second League
,18,32995,PHSOB 3,,,,,,,,,,,,,,,,,,,,,,Titans Second League
14,18,32995,Andre Meintjes IV,2985799,IRENE VILLAGERS 3,,IRENE VILLAGERS 3,1195,6,5,28.0,166,8,37/ 3,3,85,5.93,20.75,21.0,0,0,0,1,1,Titans Second League
,18,32995,IRENE VILLAGERS 3,,,,,,,,,,,,,,,,,,,,,,Titans Second League
15,18,32995,Samashan Naidoo,2990928,TUKS 5,,TUKS 5,1860,1,1,8.0,28,7,28/ 7,2,36,3.50,4.00,6.9,0,0,1,5,0,Titans Second League
,18,32995,TUKS 5,,,,,,,,,,,,,,,,,,,,,,Titans Second League
16,18,32995,Aerton Helena,2936841,TUKS 5,,TUKS 5,1860,7,5,23.0,116,7,10/ 2,4,75,5.04,16.57,19.7,0,0,0,2,0,Titans Second League
,18,32995,TUKS 5,,,,,,,,,,,,,,,,,,,,,,Titans Second League
17,18,32995,Louis van Zyl,3003071,CBCOB 3,,CBCOB 3,1196,6,6,25.0,129,7,23/ 3,2,98,5.16,18.43,21.4,0,0,0,3,0,Titans Second League
,18,32995,CBCOB 3,,,,,,,,,,,,,,,,,,,,,,Titans Second League
18,18,32995,Devon Almeida,3242449,CBCOB 3,,CBCOB 3,1196,3,3,11.0,57,7,6/ 5,3,41,5.18,8.14,9.4,0,0,1,7,0,Titans Second League
,18,32995,CBCOB 3,,,,,,,,,,,,,,,,,,,,,,Titans Second League
19,18,32995,André Botes,3018347,CBCOB 3,,CBCOB 3,1196,8,5,20.4,126,7,26/ 2,0,82,6.10,18.00,17.7,0,0,0,21,0,Titans Second League
,18,32995,CBCOB 3,,,,,,,,,,,,,,,,,,,,,,Titans Second League
20,18,32995,Riccardo Oosthuizen,2936842,TUKS 5,,TUKS 5,1860,7,6,23.0,90,6,20/ 2,2,98,3.91,15.00,23.0,0,0,0,13,0,Titans Second League
,18,32995,TUKS 5,,,,,,,,,,,,,,,,,,,,,,Titans Second League
21,18,32995,Dylan Alberts,3018227,TUT 3,,TUT 3,1197,3,3,14.3,70,6,8/ 3,1,54,4.83,11.67,14.5,0,0,0,11,0,Titans Second League
,18,32995,TUT 3,,,,,,,,,,,,,,,,,,,,,,Titans Second League
22,18,32995,JP Roets,3031810,SINOVILLE 3,,SINOVILLE 3,1194,6,4,10.3,56,6,0/ 2,0,29,5.33,9.33,10.5,0,0,0,1,0,Titans Second League
,18,32995,SINOVILLE 3,,,,,,,,,,,,,,,,,,,,,,Titans Second League
23,18,32995,Reynier Swart,2985798,IRENE VILLAGERS 3,,IRENE VILLAGERS 3,1195,10,7,20.0,114,6,7/ 2,2,70,5.70,19.00,20.0,0,0,0,5,0,Titans Second League
,18,32995,IRENE VILLAGERS 3,,,,,,,,,,,,,,,,,,,,,,Titans Second League
24,18,32995,Jos Grove,2936905,PHSOB 3,,PHSOB 3,1193,2,2,11.0,66,6,46/ 4,0,43,6.00,11.00,11.0,0,1,0,6,1,Titans Second League
,18,32995,PHSOB 3,,,,,,,,,,,,,,,,,,,,,,Titans Second League
25,18,32995,Hein Smit,2985797,IRENE VILLAGERS 3,,IRENE VILLAGERS 3,1195,5,5,29.4,178,6,46/ 3,5,107,6.00,29.67,29.7,0,0,0,10,1,Titans Second League
,18,32995,IRENE VILLAGERS 3,,,,,,,,,,,,,,,,,,,,,,Titans Second League
26,18,32995,Rudi Loibner,2935397,CBCOB 3,,CBCOB 3,1196,2,1,4.5,15,5,15/ 5,0,21,3.10,3.00,5.8,0,0,1,1,0,Titans Second League
,18,32995,CBCOB 3,,,,,,,,,,,,,,,,,,,,,,Titans Second League
27,18,32995,JP Goosen,2987481,SINOVILLE 4,,SINOVILLE 4,1200,2,1,8.0,29,5,29/ 5,1,32,3.62,5.80,9.6,0,0,1,2,0,Titans Second League
,18,32995,SINOVILLE 4,,,,,,,,,,,,,,,,,,,,,,Titans Second League
28,18,32995,Keaton Steenkamp,2944947,SINOVILLE 4,,SINOVILLE 4,1200,7,5,21.5,103,5,21/ 3,2,82,4.72,20.60,26.2,0,0,0,10,1,Titans Second League
,18,32995,SINOVILLE 4,,,,,,,,,,,,,,,,,,,,,,Titans Second League
29,18,32995,Andreas De Lange,2936853,TUKS 6,,TUKS 6,1861,4,3,14.1,75,5,25/ 3,1,45,5.29,15.00,17.0,0,0,0,8,0,Titans Second League
,18,32995,TUKS 6,,,,,,,,,,,,,,,,,,,,,,Titans Second League
30,18,32995,Barend Huyzer,3018233,TUT 3,,TUT 3,1197,6,5,25.0,138,5,23/ 2,1,78,5.52,27.60,30.0,0,0,0,10,0,Titans Second League
,18,32995,TUT 3,,,,,,,,,,,,,,,,,,,,,,Titans Second League
31,18,32995,Chad Fortman,2936899,PHSOB 3,,PHSOB 3,1193,7,2,5.5,33,5,17/ 5,0,19,5.66,6.60,7.0,0,0,1,2,0,Titans Second League
,18,32995,PHSOB 3,,,,,,,,,,,,,,,,,,,,,,Titans Second League
32,18,32995,Juan Van den berg,2987480,SINOVILLE 4,,SINOVILLE 4,1200,3,2,13.0,49,4,21/ 2,5,61,3.77,12.25,19.5,0,0,0,10,0,Titans Second League
,18,32995,SINOVILLE 4,,,,,,,,,,,,,,,,,,,,,,Titans Second League
33,18,32995,Divan Behrens,3257324,SINOVILLE 3,,SINOVILLE 3,1194,2,2,7.0,35,4,31/ 3,0,33,5.00,8.75,10.5,0,0,0,10,3,Titans Second League
,18,32995,SINOVILLE 3,,,,,,,,,,,,,,,,,,,,,,Titans Second League
34,18,32995,Mark Bekker,3146406,TUT 3,,TUT 3,1197,3,2,10.3,54,4,26/ 2,0,40,5.14,13.50,15.8,0,0,0,10,0,Titans Second League
,18,32995,TUT 3,,,,,,,,,,,,,,,,,,,,,,Titans Second League
35,18,32995,Juan Van den berg,2987480,SINOVILLE 3,,SINOVILLE 3,1194,3,2,13.0,73,4,59/ 3,1,55,5.62,18.25,19.5,0,0,0,2,0,Titans Second League
,18,32995,SINOVILLE 3,,,,,,,,,,,,,,,,,,,,,,Titans Second League
36,18,32995,Pieter Pretorius,2936910,PHSOB 3,,PHSOB 3,1193,1,1,9.0,51,4,51/ 4,1,35,5.67,12.75,13.5,0,1,0,0,0,Titans Second League
,18,32995,PHSOB 3,,,,,,,,,,,,,,,,,,,,,,Titans Second League
37,18,32995,Charl Foxcroft,2097177,TUT 3,,TUT 3,1197,5,4,12.0,77,4,15/ 2,0,34,6.42,19.25,18.0,0,0,0,6,0,Titans Second League
,18,32995,TUT 3,,,,,,,,,,,,,,,,,,,,,,Titans Second League
38,18,32995,Caleb Eckard,3018344,CBCOB 3,,CBCOB 3,1196,6,5,17.0,113,4,22/ 2,1,60,6.65,28.25,25.5,0,0,0,18,0,Titans Second League
,18,32995,CBCOB 3,,,,,,,,,,,,,,,,,,,,,,Titans Second League
39,18,32995,Martin Childs-Hurn,2936849,TUKS 5,,TUKS 5,1860,4,4,10.0,69,4,10/ 3,1,32,6.90,17.25,15.0,0,0,0,18,0,Titans Second League
,18,32995,TUKS 5,,,,,,,,,,,,,,,,,,,,,,Titans Second League
40,18,32995,Andre Van wyk,3266939,TUKS 5,,TUKS 5,1860,12,10,27.2,189,4,10/ 2,1,90,6.91,47.25,41.0,0,0,0,26,0,Titans Second League
,18,32995,TUKS 5,,,,,,,,,,,,,,,,,,,,,,Titans Second League
41,18,32995,Jean Caudron,3180555,SINOVILLE 4,,SINOVILLE 4,1200,5,3,5.0,40,4,13/ 2,0,14,8.00,10.00,7.5,0,0,0,2,1,Titans Second League
,18,32995,SINOVILLE 4,,,,,,,,,,,,,,,,,,,,,,Titans Second League
42,18,32995,Karel Verhoef,2987576,CBCOB 3,,CBCOB 3,1196,2,1,9.0,26,3,26/ 3,2,36,2.89,8.67,18.0,0,0,0,2,0,Titans Second League
,18,32995,CBCOB 3,,,,,,,,,,,,,,,,,,,,,,Titans Second League
43,18,32995,Jacques Nel,2987580,CBCOB 3,,CBCOB 3,1196,5,3,14.0,46,3,17/ 2,1,65,3.29,15.33,28.0,0,0,0,6,0,Titans Second League
,18,32995,CBCOB 3,,,,,,,,,,,,,,,,,,,,,,Titans Second League
44,18,32995,Khumo Tlhoaela,3145213,CBCOB 3,,CBCOB 3,1196,1,1,6.0,26,3,26/ 3,1,27,4.33,8.67,12.0,0,0,0,1,0,Titans Second League
,18,32995,CBCOB 3,,,,,,,,,,,,,,,,,,,,,,Titans Second League
45,18,32995,Lourens Pieterse,3003046,IRENE VILLAGERS 3,,IRENE VILLAGERS 3,1195,4,4,23.4,116,3,16/ 2,1,90,4.90,38.67,47.3,0,0,0,5,0,Titans Second League
,18,32995,IRENE VILLAGERS 3,,,,,,,,,,,,,,,,,,,,,,Titans Second League
46,18,32995,Stephan Van Der Berg,2987583,CBCOB 3,,CBCOB 3,1196,2,2,8.0,40,3,16/ 2,1,33,5.00,13.33,16.0,0,0,0,9,0,Titans Second League
,18,32995,CBCOB 3,,,,,,,,,,,,,,,,,,,,,,Titans Second League
47,18,32995,Duan St Arnaud,3145215,PHSOB 3,,PHSOB 3,1193,3,3,6.0,34,3,10/ 2,0,17,5.67,11.33,12.0,0,0,0,1,0,Titans Second League
,18,32995,PHSOB 3,,,,,,,,,,,,,,,,,,,,,,Titans Second League
48,18,32995,Chris Koekemoer,3069547,CBCOB 3,,CBCOB 3,1196,7,4,13.0,80,3,13/ 2,2,47,6.15,26.67,26.0,0,0,0,2,0,Titans Second League
,18,32995,CBCOB 3,,,,,,,,,,,,,,,,,,,,,,Titans Second League
49,18,32995,JP Roets,3195753,SINOVILLE 4,,SINOVILLE 4,1200,3,3,10.1,64,3,19/ 2,1,28,6.30,21.33,20.3,0,0,0,1,0,Titans Second League
,18,32995,SINOVILLE 4,,,,,,,,,,,,,,,,,,,,,,Titans Second League
50,18,32995,Gerhard De Bruin,2936835,TUKS 5,,TUKS 5,1860,13,11,43.5,278,3,21/ 2,1,149,6.34,92.67,87.7,0,0,0,16,1,Titans Second League
,18,32995,TUKS 5,,,,,,,,,,,,,,,,,,,,,,Titans Second League
51,18,32995,Jason Gillard,3003090,SINOVILLE 4,,SINOVILLE 4,1200,1,1,4.0,30,3,30/ 3,0,15,7.50,10.00,8.0,0,0,0,1,0,Titans Second League
,18,32995,SINOVILLE 4,,,,,,,,,,,,,,,,,,,,,,Titans Second League
52,18,32995,Erik Van Deventer,3033825,TUT 3,,TUT 3,1197,4,2,6.0,45,3,34/ 3,0,10,7.50,15.00,12.0,0,0,0,0,0,Titans Second League
,18,32995,TUT 3,,,,,,,,,,,,,,,,,,,,,,Titans Second League
53,18,32995,George Chibweza,3229703,CBCOB 3,,CBCOB 3,1196,3,2,8.0,62,3,12/ 3,1,20,7.75,20.67,16.0,0,0,0,3,0,Titans Second League
,18,32995,CBCOB 3,,,,,,,,,,,,,,,,,,,,,,Titans Second League
54,18,32995,Matt Rogerson,2936914,PHSOB 3,,PHSOB 3,1193,8,4,12.0,96,3,9/ 1,1,27,8.00,32.00,24.0,0,0,0,5,0,Titans Second League
,18,32995,PHSOB 3,,,,,,,,,,,,,,,,,,,,,,Titans Second League
55,18,32995,Kofi Essel-mensah,2987529,TUKS 6,,TUKS 6,1861,6,2,8.0,69,3,37/ 2,0,24,8.62,23.00,16.0,0,0,0,0,0,Titans Second League
,18,32995,TUKS 6,,,,,,,,,,,,,,,,,,,,,,Titans Second League
56,18,32995,Abbas Mohammad,1082990,POLICE 3,,POLICE 3,1201,3,3,21.5,194,3,23/ 1,0,60,8.89,64.67,43.7,0,0,0,18,0,Titans Second League
,18,32995,POLICE 3,,,,,,,,,,,,,,,,,,,,,,Titans Second League
57,18,32995,Oliver Beauclerk,2987533,TUKS 6,,TUKS 6,1861,1,1,5.0,12,2,12/ 2,1,26,2.40,6.00,15.0,0,0,0,5,0,Titans Second League
,18,32995,TUKS 6,,,,,,,,,,,,,,,,,,,,,,Titans Second League
58,18,32995,Micheal van der Westhuizen,3069551,CBCOB 3,,CBCOB 3,1196,5,4,21.0,54,2,11/ 1,8,96,2.57,27.00,63.0,0,0,0,0,0,Titans Second League
,18,32995,CBCOB 3,,,,,,,,,,,,,,,,,,,,,,Titans Second League
59,18,32995,Dian Botha,2934759,SINOVILLE 3,,SINOVILLE 3,1194,1,1,9.0,27,2,27/ 2,2,40,3.00,13.50,27.0,0,0,0,1,1,Titans Second League
,18,32995,SINOVILLE 3,,,,,,,,,,,,,,,,,,,,,,Titans Second League
60,18,32995,Stanley Fabri,3056139,SINOVILLE 4,,SINOVILLE 4,1200,3,3,10.0,30,2,8/ 1,2,47,3.00,15.00,30.0,0,0,0,3,0,Titans Second League
,18,32995,SINOVILLE 4,,,,,,,,,,,,,,,,,,,,,,Titans Second League
61,18,32995,Luca Tuks 6,3163550,TUKS 6,,TUKS 6,1861,1,1,9.0,27,2,27/ 2,0,41,3.00,13.50,27.0,0,0,0,8,0,Titans Second League
,18,32995,TUKS 6,,,,,,,,,,,,,,,,,,,,,,Titans Second League
62,18,32995,Gershwin Reid,3266898,CBCOB 3,,CBCOB 3,1196,1,1,4.0,15,2,15/ 2,0,13,3.75,7.50,12.0,0,0,0,1,0,Titans Second League
,18,32995,CBCOB 3,,,,,,,,,,,,,,,,,,,,,,Titans Second League
63,18,32995,Stan Skinner,3031824,TUKS 5,,TUKS 5,1860,1,1,5.0,19,2,19/ 2,1,22,3.80,9.50,15.0,0,0,0,1,0,Titans Second League
,18,32995,TUKS 5,,,,,,,,,,,,,,,,,,,,,,Titans Second League
64,18,32995,Zandre Nel,3056622,SINOVILLE 4,,SINOVILLE 4,1200,1,1,4.0,17,2,17/ 2,0,18,4.25,8.50,12.0,0,0,0,3,3,Titans Second League
,18,32995,SINOVILLE 4,,,,,,,,,,,,,,,,,,,,,,Titans Second League
65,18,32995,James Nelson,3145210,CBCOB 3,,CBCOB 3,1196,1,1,4.0,17,2,17/ 2,0,20,4.25,8.50,12.0,0,0,0,3,2,Titans Second League
,18,32995,CBCOB 3,,,,,,,,,,,,,,,,,,,,,,Titans Second League
66,18,32995,Stefan Grobler,3018230,TUT 3,,TUT 3,1197,6,6,25.0,132,2,20/ 1,1,94,5.28,66.00,75.0,0,0,0,15,5,Titans Second League
,18,32995,TUT 3,,,,,,,,,,,,,,,,,,,,,,Titans Second League
67,18,32995,Ryan Kruger,2698181,SINOVILLE 4,,SINOVILLE 4,1200,2,1,4.0,22,2,22/ 2,0,15,5.50,11.00,12.0,0,0,0,1,0,Titans Second League
,18,32995,SINOVILLE 4,,,,,,,,,,,,,,,,,,,,,,Titans Second League
68,18,32995,Playa2 Cbc,3255331,CBCOB 3,,CBCOB 3,1196,1,1,4.0,22,2,22/ 2,0,13,5.50,11.00,12.0,0,0,0,2,0,Titans Second League
,18,32995,CBCOB 3,,,,,,,,,,,,,,,,,,,,,,Titans Second League
69,18,32995,Manie de Beer,2947307,SINOVILLE 4,,SINOVILLE 4,1200,1,1,5.0,28,2,28/ 2,1,17,5.60,14.00,15.0,0,0,0,5,0,Titans Second League
,18,32995,SINOVILLE 4,,,,,,,,,,,,,,,,,,,,,,Titans Second League
70,18,32995,Jean Coetser,3018231,TUT 3,,TUT 3,1197,5,3,20.0,115,2,12/ 1,0,50,5.75,57.50,60.0,0,0,0,1,0,Titans Second League
,18,32995,TUT 3,,,,,,,,,,,,,,,,,,,,,,Titans Second League
71,18,32995,Tiaan Lotter,2934784,SINOVILLE 4,,SINOVILLE 4,1200,2,1,3.0,18,2,18/ 2,0,11,6.00,9.00,9.0,0,0,0,0,0,Titans Second League
,18,32995,SINOVILLE 4,,,,,,,,,,,,,,,,,,,,,,Titans Second League
72,18,32995,Adriaan Venter,3673677,CBCOB 3,,CBCOB 3,1196,6,3,14.0,84,2,20/ 1,0,47,6.00,42.00,42.0,0,0,0,7,1,Titans Second League
,18,32995,CBCOB 3,,,,,,,,,,,,,,,,,,,,,,Titans Second League
73,18,32995,Riaan Davel,3163488,SINOVILLE 4,,SINOVILLE 4,1200,4,3,12.0,73,2,11/ 1,2,45,6.08,36.50,36.0,0,0,0,2,0,Titans Second League
,18,32995,SINOVILLE 4,,,,,,,,,,,,,,,,,,,,,,Titans Second League
74,18,32995,Latir Grey-Johnson,3018351,TUKS 6,,TUKS 6,1861,3,3,13.0,83,2,10/ 1,0,43,6.38,41.50,39.0,0,0,0,5,0,Titans Second League
,18,32995,TUKS 6,,,,,,,,,,,,,,,,,,,,,,Titans Second League
75,18,32995,Wian van Deventer,3257325,SINOVILLE 3,,SINOVILLE 3,1194,2,2,6.0,39,2,5/ 2,0,17,6.50,19.50,18.0,0,0,0,2,0,Titans Second League
,18,32995,SINOVILLE 3,,,,,,,,,,,,,,,,,,,,,,Titans Second League
76,18,32995,JP Roetz,3267058,SINOVILLE 4,,SINOVILLE 4,1200,1,1,4.0,28,2,28/ 2,0,11,7.00,14.00,12.0,0,0,0,4,0,Titans Second League
,18,32995,SINOVILLE 4,,,,,,,,,,,,,,,,,,,,,,Titans Second League
77,18,32995,Tyron Denton,2936916,PHSOB 3,,PHSOB 3,1193,4,3,8.0,58,2,22/ 2,0,26,7.25,29.00,24.0,0,0,0,3,0,Titans Second League
,18,32995,PHSOB 3,,,,,,,,,,,,,,,,,,,,,,Titans Second League
78,18,32995,MJ Gouws,2990919,SINOVILLE 3,,SINOVILLE 3,1194,2,1,9.0,67,2,67/ 2,0,29,7.44,33.50,27.0,0,0,0,7,0,Titans Second League
,18,32995,SINOVILLE 3,,,,,,,,,,,,,,,,,,,,,,Titans Second League
79,18,32995,Luke Mogagene,2987535,TUKS 6,,TUKS 6,1861,3,2,8.0,61,2,31/ 2,0,27,7.62,30.50,24.0,0,0,0,5,1,Titans Second League
,18,32995,TUKS 6,,,,,,,,,,,,,,,,,,,,,,Titans Second League
80,18,32995,Rowan Poole,3056112,CBCOB 3,,CBCOB 3,1196,1,1,7.0,56,2,56/ 2,0,16,8.00,28.00,21.0,0,0,0,1,0,Titans Second League
,18,32995,CBCOB 3,,,,,,,,,,,,,,,,,,,,,,Titans Second League
81,18,32995,Mosleh Uddin,3226767,SINOVILLE 3,,SINOVILLE 3,1194,1,1,1.3,12,2,12/ 2,0,6,8.00,6.00,4.5,0,0,0,0,0,Titans Second League
,18,32995,SINOVILLE 3,,,,,,,,,,,,,,,,,,,,,,Titans Second League
