SNO,LEAGUE_ID,CLUB_ID,PLAYER,PLAYER_ID,TEAM_IMG,BLANK,TEAM,TEAM_ID,MAT,INS,OVERS,RUNS,WKTS,BBF,MDNS,DOTS,ECON,AVE,SR,HATTRICK,4W,5W,WIDES,NB,League Name
164,949,32995,Richard Bean,6592579,CBCOB 3,,CBCOB 3,5425,1,1,7.0,34,0,34/ 0,0,29,4.86,0,0.0,0,0,0,4,0,2025/2026 TITANS SECOND LEAGUE
,949,32995,CBCOB 3,,,,,,,,,,,,,,,,,,,,,,2025/2026 TITANS SECOND LEAGUE
165,949,32995,Henk Fick,6352771,SINOVILLE 3,,SINOVILLE 3,5429,3,3,15.0,74,0,19/ 0,0,62,4.93,0,0.0,0,0,0,6,0,2025/2026 TITANS SECOND LEAGUE
,949,32995,SINOVILLE 3,,,,,,,,,,,,,,,,,,,,,,2025/2026 TITANS SECOND LEAGUE
166,949,32995,Braam Sinoville,3257329,SINOVILLE 3,,SINOVILLE 3,5429,1,1,1.0,5,0,5/ 0,0,3,5.00,0,0.0,0,0,0,1,0,2025/2026 TITANS SECOND LEAGUE
,949,32995,SINOVILLE 3,,,,,,,,,,,,,,,,,,,,,,2025/2026 TITANS SECOND LEAGUE
167,949,32995,Marko De Cock,4688791,PHSOB 3,,PHSOB 3,5428,3,1,3.0,15,0,0/ 0,0,13,5.00,0,0.0,0,0,0,1,0,2025/2026 TITANS SECOND LEAGUE
,949,32995,PHSOB 3,,,,,,,,,,,,,,,,,,,,,,2025/2026 TITANS SECOND LEAGUE
168,949,32995,Barend Pelser,6299518,IRENE VILLAGERS 4,,IRENE VILLAGERS 4,5432,1,1,2.0,10,0,10/ 0,0,7,5.00,0,0.0,0,0,0,1,0,2025/2026 TITANS SECOND LEAGUE
,949,32995,IRENE VILLAGERS 4,,,,,,,,,,,,,,,,,,,,,,2025/2026 TITANS SECOND LEAGUE
169,949,32995,Dylan Kotze,6299638,CBCOB 3,,CBCOB 3,5425,2,1,2.0,10,0,0/ 0,0,7,5.00,0,0.0,0,0,0,3,0,2025/2026 TITANS SECOND LEAGUE
,949,32995,CBCOB 3,,,,,,,,,,,,,,,,,,,,,,2025/2026 TITANS SECOND LEAGUE
170,949,32995,Mulalo Mavhalane,6570652,IRENE VILLAGERS 4,,IRENE VILLAGERS 4,5432,3,2,7.0,36,0,0/ 0,0,25,5.14,0,0.0,0,0,0,4,1,2025/2026 TITANS SECOND LEAGUE
,949,32995,IRENE VILLAGERS 4,,,,,,,,,,,,,,,,,,,,,,2025/2026 TITANS SECOND LEAGUE
171,949,32995,PJ Van Der Merwe,4854676,IRENE VILLAGERS 4,,IRENE VILLAGERS 4,5432,7,2,7.0,37,0,0/ 0,1,32,5.29,0,0.0,0,0,0,8,0,2025/2026 TITANS SECOND LEAGUE
,949,32995,IRENE VILLAGERS 4,,,,,,,,,,,,,,,,,,,,,,2025/2026 TITANS SECOND LEAGUE
172,949,32995,Fredrik Strydom,6654203,PHSOB 3,,PHSOB 3,5428,1,1,3.0,16,0,16/ 0,0,11,5.33,0,0.0,0,0,0,4,1,2025/2026 TITANS SECOND LEAGUE
,949,32995,PHSOB 3,,,,,,,,,,,,,,,,,,,,,,2025/2026 TITANS SECOND LEAGUE
173,949,32995,Devon Horn,6355843,IRENE VILLAGERS 3,,IRENE VILLAGERS 3,5427,2,2,6.0,33,0,9/ 0,0,21,5.50,0,0.0,0,0,0,6,0,2025/2026 TITANS SECOND LEAGUE
,949,32995,IRENE VILLAGERS 3,,,,,,,,,,,,,,,,,,,,,,2025/2026 TITANS SECOND LEAGUE
174,949,32995,Neo Ngarize,6407264,HARLEQUINS 3,,HARLEQUINS 3,5426,1,1,4.0,22,0,22/ 0,1,16,5.50,0,0.0,0,0,0,3,0,2025/2026 TITANS SECOND LEAGUE
,949,32995,HARLEQUINS 3,,,,,,,,,,,,,,,,,,,,,,2025/2026 TITANS SECOND LEAGUE
175,949,32995,Henco Erasmus,6629315,HARLEQUINS 3,,HARLEQUINS 3,5426,1,1,5.0,28,0,28/ 0,1,20,5.60,0,0.0,0,0,0,5,0,2025/2026 TITANS SECOND LEAGUE
,949,32995,HARLEQUINS 3,,,,,,,,,,,,,,,,,,,,,,2025/2026 TITANS SECOND LEAGUE
176,949,32995,Christopher Bouwer,6654204,PHSOB 3,,PHSOB 3,5428,1,1,8.0,45,0,45/ 0,0,26,5.62,0,0.0,0,0,0,0,0,2025/2026 TITANS SECOND LEAGUE
,949,32995,PHSOB 3,,,,,,,,,,,,,,,,,,,,,,2025/2026 TITANS SECOND LEAGUE
177,949,32995,Gerhard Batt,6299553,SINOVILLE 3,,SINOVILLE 3,5429,3,1,2.0,12,0,0/ 0,0,6,6.00,0,0.0,0,0,0,0,0,2025/2026 TITANS SECOND LEAGUE
,949,32995,SINOVILLE 3,,,,,,,,,,,,,,,,,,,,,,2025/2026 TITANS SECOND LEAGUE
178,949,32995,Haadi Abdul,6407263,HARLEQUINS 3,,HARLEQUINS 3,5426,2,2,9.0,54,0,26/ 0,0,31,6.00,0,0.0,0,0,0,9,0,2025/2026 TITANS SECOND LEAGUE
,949,32995,HARLEQUINS 3,,,,,,,,,,,,,,,,,,,,,,2025/2026 TITANS SECOND LEAGUE
179,949,32995,Michael Flanagan,6613296,HARLEQUINS 3,,HARLEQUINS 3,5426,3,2,9.0,57,0,0/ 0,1,36,6.33,0,0.0,0,0,0,8,1,2025/2026 TITANS SECOND LEAGUE
,949,32995,HARLEQUINS 3,,,,,,,,,,,,,,,,,,,,,,2025/2026 TITANS SECOND LEAGUE
180,949,32995,Nathan Fox,6358570,PHSOB 3,,PHSOB 3,5428,1,1,5.0,32,0,32/ 0,1,22,6.40,0,0.0,0,0,0,5,0,2025/2026 TITANS SECOND LEAGUE
,949,32995,PHSOB 3,,,,,,,,,,,,,,,,,,,,,,2025/2026 TITANS SECOND LEAGUE
181,949,32995,Dimitri Saunders,6552289,HARLEQUINS 3,,HARLEQUINS 3,5426,2,1,5.0,34,0,0/ 0,0,16,6.80,0,0.0,0,0,0,4,0,2025/2026 TITANS SECOND LEAGUE
,949,32995,HARLEQUINS 3,,,,,,,,,,,,,,,,,,,,,,2025/2026 TITANS SECOND LEAGUE
182,949,32995,Rolf Behrens,6299176,TUKS 5,,TUKS 5,5430,1,1,2.0,14,0,14/ 0,0,10,7.00,0,0.0,0,0,0,8,1,2025/2026 TITANS SECOND LEAGUE
,949,32995,TUKS 5,,,,,,,,,,,,,,,,,,,,,,2025/2026 TITANS SECOND LEAGUE
183,949,32995,Ruben Erasmus,6352785,SINOVILLE 3,,SINOVILLE 3,5429,4,1,2.0,14,0,0/ 0,0,6,7.00,0,0.0,0,0,0,3,1,2025/2026 TITANS SECOND LEAGUE
,949,32995,SINOVILLE 3,,,,,,,,,,,,,,,,,,,,,,2025/2026 TITANS SECOND LEAGUE
184,949,32995,Dean Van Bassen,6358569,CBCOB 3,,CBCOB 3,5425,1,1,6.0,42,0,42/ 0,0,18,7.00,0,0.0,0,0,0,3,0,2025/2026 TITANS SECOND LEAGUE
,949,32995,CBCOB 3,,,,,,,,,,,,,,,,,,,,,,2025/2026 TITANS SECOND LEAGUE
185,949,32995,Rickus Engelbrecht,6423335,TUKS 5,,TUKS 5,5430,1,1,5.0,35,0,35/ 0,0,19,7.00,0,0.0,0,0,0,0,0,2025/2026 TITANS SECOND LEAGUE
,949,32995,TUKS 5,,,,,,,,,,,,,,,,,,,,,,2025/2026 TITANS SECOND LEAGUE
186,949,32995,Connor Walker,6654205,PHSOB 3,,PHSOB 3,5428,1,1,1.0,7,0,7/ 0,0,4,7.00,0,0.0,0,0,0,3,0,2025/2026 TITANS SECOND LEAGUE
,949,32995,PHSOB 3,,,,,,,,,,,,,,,,,,,,,,2025/2026 TITANS SECOND LEAGUE
187,949,32995,Lehlohonolo Moshoati,3266899,TUKS 5,,TUKS 5,5430,2,2,8.0,60,0,21/ 0,0,23,7.50,0,0.0,0,0,0,3,0,2025/2026 TITANS SECOND LEAGUE
,949,32995,TUKS 5,,,,,,,,,,,,,,,,,,,,,,2025/2026 TITANS SECOND LEAGUE
188,949,32995,Heinz Hellmann,6372012,PHSOB 3,,PHSOB 3,5428,1,1,2.0,17,0,17/ 0,0,8,8.50,0,0.0,0,0,0,3,2,2025/2026 TITANS SECOND LEAGUE
,949,32995,PHSOB 3,,,,,,,,,,,,,,,,,,,,,,2025/2026 TITANS SECOND LEAGUE
189,949,32995,Devon Horn,6407266,IRENE VILLAGERS 4,,IRENE VILLAGERS 4,5432,1,1,4.0,35,0,35/ 0,0,15,8.75,0,0.0,0,0,0,13,0,2025/2026 TITANS SECOND LEAGUE
,949,32995,IRENE VILLAGERS 4,,,,,,,,,,,,,,,,,,,,,,2025/2026 TITANS SECOND LEAGUE
190,949,32995,Ivan Snyman,6336359,HARLEQUINS 3,,HARLEQUINS 3,5426,1,1,1.0,9,0,9/ 0,0,3,9.00,0,0.0,0,0,0,3,0,2025/2026 TITANS SECOND LEAGUE
,949,32995,HARLEQUINS 3,,,,,,,,,,,,,,,,,,,,,,2025/2026 TITANS SECOND LEAGUE
191,949,32995,Francke Botha,6390022,HARLEQUINS 3,,HARLEQUINS 3,5426,4,1,2.0,18,0,0/ 0,0,8,9.00,0,0.0,0,0,0,1,0,2025/2026 TITANS SECOND LEAGUE
,949,32995,HARLEQUINS 3,,,,,,,,,,,,,,,,,,,,,,2025/2026 TITANS SECOND LEAGUE
192,949,32995,Riccardo Oosthuizen,2936842,TUKS 5,,TUKS 5,5430,2,1,5.0,46,0,0/ 0,0,9,9.20,0,0.0,0,0,0,2,0,2025/2026 TITANS SECOND LEAGUE
,949,32995,TUKS 5,,,,,,,,,,,,,,,,,,,,,,2025/2026 TITANS SECOND LEAGUE
193,949,32995,Patrick Mouton,6592627,HARLEQUINS 3,,HARLEQUINS 3,5426,1,1,5.0,48,0,48/ 0,0,9,9.60,0,0.0,0,0,0,1,0,2025/2026 TITANS SECOND LEAGUE
,949,32995,HARLEQUINS 3,,,,,,,,,,,,,,,,,,,,,,2025/2026 TITANS SECOND LEAGUE
194,949,32995,Fritz De Villiers,6570616,HARLEQUINS 3,,HARLEQUINS 3,5426,2,1,3.0,29,0,0/ 0,0,5,9.67,0,0.0,0,0,0,5,0,2025/2026 TITANS SECOND LEAGUE
,949,32995,HARLEQUINS 3,,,,,,,,,,,,,,,,,,,,,,2025/2026 TITANS SECOND LEAGUE
195,949,32995,JD Buys,4973938,HARLEQUINS 3,,HARLEQUINS 3,5426,1,1,2.0,21,0,21/ 0,0,5,10.50,0,0.0,0,0,0,1,0,2025/2026 TITANS SECOND LEAGUE
,949,32995,HARLEQUINS 3,,,,,,,,,,,,,,,,,,,,,,2025/2026 TITANS SECOND LEAGUE
196,949,32995,Keegan Pickard,6592581,CBCOB 3,,CBCOB 3,5425,1,1,3.0,32,0,32/ 0,0,8,10.67,0,0.0,0,0,0,5,1,2025/2026 TITANS SECOND LEAGUE
,949,32995,CBCOB 3,,,,,,,,,,,,,,,,,,,,,,2025/2026 TITANS SECOND LEAGUE
197,949,32995,Tiaan Lotter,2934784,SINOVILLE 3,,SINOVILLE 3,5429,1,1,1.0,11,0,11/ 0,0,3,11.00,0,0.0,0,0,0,0,0,2025/2026 TITANS SECOND LEAGUE
,949,32995,SINOVILLE 3,,,,,,,,,,,,,,,,,,,,,,2025/2026 TITANS SECOND LEAGUE
198,949,32995,Andre Klopper,4688691,IRENE VILLAGERS 4,,IRENE VILLAGERS 4,5432,2,1,2.0,22,0,0/ 0,0,3,11.00,0,0.0,0,0,0,5,0,2025/2026 TITANS SECOND LEAGUE
,949,32995,IRENE VILLAGERS 4,,,,,,,,,,,,,,,,,,,,,,2025/2026 TITANS SECOND LEAGUE
199,949,32995,Kopano Thema,6570617,HARLEQUINS 3,,HARLEQUINS 3,5426,5,1,1.0,11,0,0/ 0,0,1,11.00,0,0.0,0,0,0,0,1,2025/2026 TITANS SECOND LEAGUE
,949,32995,HARLEQUINS 3,,,,,,,,,,,,,,,,,,,,,,2025/2026 TITANS SECOND LEAGUE
200,949,32995,Antonie Minnaar,6404467,SINOVILLE 3,,SINOVILLE 3,5429,1,1,2.0,23,0,23/ 0,0,4,11.50,0,0.0,0,0,0,1,0,2025/2026 TITANS SECOND LEAGUE
,949,32995,SINOVILLE 3,,,,,,,,,,,,,,,,,,,,,,2025/2026 TITANS SECOND LEAGUE
201,949,32995,Coert du Plessis,3771285,PHSOB 3,,PHSOB 3,5428,2,1,2.0,25,0,0/ 0,0,3,12.50,0,0.0,0,0,0,0,1,2025/2026 TITANS SECOND LEAGUE
,949,32995,PHSOB 3,,,,,,,,,,,,,,,,,,,,,,2025/2026 TITANS SECOND LEAGUE
202,949,32995,Rohann Rossouw,6336391,IRENE VILLAGERS 4,,IRENE VILLAGERS 4,5432,1,1,2.0,25,0,25/ 0,0,7,12.50,0,0.0,0,0,0,4,3,2025/2026 TITANS SECOND LEAGUE
,949,32995,IRENE VILLAGERS 4,,,,,,,,,,,,,,,,,,,,,,2025/2026 TITANS SECOND LEAGUE
203,949,32995,Christo Swanepoel,2936900,PHSOB 3,,PHSOB 3,5428,3,3,9.0,114,0,27/ 0,0,23,12.67,0,0.0,0,0,0,21,0,2025/2026 TITANS SECOND LEAGUE
,949,32995,PHSOB 3,,,,,,,,,,,,,,,,,,,,,,2025/2026 TITANS SECOND LEAGUE
204,949,32995,Dewet Lombaard,6552293,TUT 3,,TUT 3,5431,4,1,2.0,26,0,0/ 0,0,4,13.00,0,0.0,0,0,0,0,0,2025/2026 TITANS SECOND LEAGUE
,949,32995,TUT 3,,,,,,,,,,,,,,,,,,,,,,2025/2026 TITANS SECOND LEAGUE
205,949,32995,Juan Human,4673828,HARLEQUINS 3,,HARLEQUINS 3,5426,1,1,1.0,14,0,14/ 0,0,2,14.00,0,0.0,0,0,0,1,0,2025/2026 TITANS SECOND LEAGUE
,949,32995,HARLEQUINS 3,,,,,,,,,,,,,,,,,,,,,,2025/2026 TITANS SECOND LEAGUE
206,949,32995,Brian Chataika,6297240,PHSOB 3,,PHSOB 3,5428,1,1,2.0,44,0,44/ 0,0,4,22.00,0,0.0,0,0,0,11,5,2025/2026 TITANS SECOND LEAGUE
,949,32995,PHSOB 3,,,,,,,,,,,,,,,,,,,,,,2025/2026 TITANS SECOND LEAGUE
1,790,32995,Nevada Jacobs,4673820,CBCOB 3,,CBCOB 3,4552,8,7,54.3,252,18,25/ 6,6,202,4.62,14.00,18.2,0,1,1,17,10,2024 Titans Second League
,790,32995,CBCOB 3,,,,,,,,,,,,,,,,,,,,,,2024 Titans Second League
2,790,32995,Rigardt Saaiman,3729566,CBCOB 3,,CBCOB 3,4552,9,7,53.4,271,15,39/ 4,4,164,5.05,18.07,21.5,0,2,0,5,1,2024 Titans Second League
,790,32995,CBCOB 3,,,,,,,,,,,,,,,,,,,,,,2024 Titans Second League
3,790,32995,Jacques Van Rooyen,3795662,IRENE VILLAGERS 3,,IRENE VILLAGERS 3,4554,8,8,50.3,231,14,40/ 3,1,184,4.57,16.50,21.6,0,0,0,9,0,2024 Titans Second League
,790,32995,IRENE VILLAGERS 3,,,,,,,,,,,,,,,,,,,,,,2024 Titans Second League
4,790,32995,Martin Van Tonder,2840539,TUKS 5,,TUKS 5,4558,13,12,52.0,279,14,15/ 3,3,209,5.37,19.93,22.3,0,0,0,26,0,2024 Titans Second League
,790,32995,TUKS 5,,,,,,,,,,,,,,,,,,,,,,2024 Titans Second League
5,790,32995,Tiaan Engelbrecht,2936837,TUKS 5,,TUKS 5,4558,13,13,74.0,357,13,38/ 3,10,301,4.82,27.46,34.2,0,0,0,30,1,2024 Titans Second League
,790,32995,TUKS 5,,,,,,,,,,,,,,,,,,,,,,2024 Titans Second League
6,790,32995,Christian Strydom,2936847,TUKS 5,,TUKS 5,4558,10,10,55.1,209,11,17/ 3,8,236,3.79,19.00,30.1,0,0,0,12,1,2024 Titans Second League
,790,32995,TUKS 5,,,,,,,,,,,,,,,,,,,,,,2024 Titans Second League
7,790,32995,Piet Botha,4198490,SINOVILLE 4,,SINOVILLE 4,4557,3,3,24.3,78,10,7/ 5,4,100,3.18,7.80,14.7,0,0,2,2,0,2024 Titans Second League
,790,32995,SINOVILLE 4,,,,,,,,,,,,,,,,,,,,,,2024 Titans Second League
8,790,32995,Brian Kershaw,4688792,PHSOB 3,,PHSOB 3,4555,3,3,26.0,84,10,31/ 7,5,85,3.23,8.40,15.6,0,0,1,8,0,2024 Titans Second League
,790,32995,PHSOB 3,,,,,,,,,,,,,,,,,,,,,,2024 Titans Second League
9,790,32995,Divan Potgieter,4673570,TUT 3,,TUT 3,4559,3,3,23.0,86,10,23/ 4,1,99,3.74,8.60,13.8,0,1,0,6,0,2024 Titans Second League
,790,32995,TUT 3,,,,,,,,,,,,,,,,,,,,,,2024 Titans Second League
10,790,32995,Piet Botha,4063611,SINOVILLE 3,,SINOVILLE 3,4556,4,4,34.0,130,10,28/ 4,4,141,3.82,13.00,20.4,0,1,0,1,0,2024 Titans Second League
,790,32995,SINOVILLE 3,,,,,,,,,,,,,,,,,,,,,,2024 Titans Second League
11,790,32995,Elgun Boecker,4702810,IRENE VILLAGERS 3,,IRENE VILLAGERS 3,4554,9,8,49.0,218,10,29/ 4,3,194,4.45,21.80,29.4,0,1,0,17,0,2024 Titans Second League
,790,32995,IRENE VILLAGERS 3,,,,,,,,,,,,,,,,,,,,,,2024 Titans Second League
12,790,32995,Hendre Du toit,2987477,SINOVILLE 3,,SINOVILLE 3,4556,6,5,34.0,174,9,50/ 3,0,115,5.12,19.33,22.7,0,0,0,2,0,2024 Titans Second League
,790,32995,SINOVILLE 3,,,,,,,,,,,,,,,,,,,,,,2024 Titans Second League
13,790,32995,James Van der merwe,4892050,SINOVILLE 4,,SINOVILLE 4,4557,2,2,14.1,62,8,21/ 5,1,53,4.38,7.75,10.6,0,0,1,2,0,2024 Titans Second League
,790,32995,SINOVILLE 4,,,,,,,,,,,,,,,,,,,,,,2024 Titans Second League
14,790,32995,Regan Pruss,3713341,PHSOB 3,,PHSOB 3,4555,2,2,12.1,66,8,23/ 5,1,45,5.42,8.25,9.1,1,0,1,7,0,2024 Titans Second League
,790,32995,PHSOB 3,,,,,,,,,,,,,,,,,,,,,,2024 Titans Second League
15,790,32995,Nico de Bruyn,3180581,TUKS 5,,TUKS 5,4558,9,7,35.0,202,8,21/ 3,1,121,5.77,25.25,26.2,1,0,0,9,1,2024 Titans Second League
,790,32995,TUKS 5,,,,,,,,,,,,,,,,,,,,,,2024 Titans Second League
16,790,32995,Riccardo Oosthuizen,2936842,TUKS 5,,TUKS 5,4558,10,7,28.3,178,8,5/ 2,1,88,6.25,22.25,21.4,0,0,0,9,0,2024 Titans Second League
,790,32995,TUKS 5,,,,,,,,,,,,,,,,,,,,,,2024 Titans Second League
17,790,32995,Nico Minnaar,3713344,TUT 3,,TUT 3,4559,3,3,26.0,80,7,11/ 3,6,120,3.08,11.43,22.3,0,0,0,6,1,2024 Titans Second League
,790,32995,TUT 3,,,,,,,,,,,,,,,,,,,,,,2024 Titans Second League
18,790,32995,Dewald Van Der Walt,3276817,HARLEQUINS 3,,HARLEQUINS 3,4553,6,5,35.0,142,7,19/ 5,3,74,4.06,20.29,30.0,0,0,1,9,0,2024 Titans Second League
,790,32995,HARLEQUINS 3,,,,,,,,,,,,,,,,,,,,,,2024 Titans Second League
19,790,32995,Elandré van den Berg,3713456,TUKS 5,,TUKS 5,4558,8,8,37.0,157,7,24/ 3,8,156,4.24,22.43,31.7,0,0,0,23,0,2024 Titans Second League
,790,32995,TUKS 5,,,,,,,,,,,,,,,,,,,,,,2024 Titans Second League
20,790,32995,Elro Grobeler,4655709,IRENE VILLAGERS 3,,IRENE VILLAGERS 3,4554,5,5,30.0,129,7,39/ 4,2,126,4.30,18.43,25.7,0,1,0,15,0,2024 Titans Second League
,790,32995,IRENE VILLAGERS 3,,,,,,,,,,,,,,,,,,,,,,2024 Titans Second League
21,790,32995,Kai Trumplemann,4691512,CBCOB 3,,CBCOB 3,4552,2,2,14.0,64,7,38/ 5,2,58,4.57,9.14,12.0,0,0,1,4,0,2024 Titans Second League
,790,32995,CBCOB 3,,,,,,,,,,,,,,,,,,,,,,2024 Titans Second League
22,790,32995,Jaden Beukes,3783165,CBCOB 3,,CBCOB 3,4552,4,3,20.0,93,7,36/ 4,2,89,4.65,13.29,17.1,0,1,0,8,0,2024 Titans Second League
,790,32995,CBCOB 3,,,,,,,,,,,,,,,,,,,,,,2024 Titans Second League
23,790,32995,Andre Kruyshaar,3772081,SINOVILLE 3,,SINOVILLE 3,4556,6,4,21.0,114,7,44/ 5,0,68,5.43,16.29,18.0,0,0,1,3,0,2024 Titans Second League
,790,32995,SINOVILLE 3,,,,,,,,,,,,,,,,,,,,,,2024 Titans Second League
24,790,32995,Stanley Fabri,3056139,SINOVILLE 3,,SINOVILLE 3,4556,7,7,43.2,236,7,34/ 2,5,174,5.45,33.71,37.1,0,0,0,27,1,2024 Titans Second League
,790,32995,SINOVILLE 3,,,,,,,,,,,,,,,,,,,,,,2024 Titans Second League
25,790,32995,Luke Cannata,4704974,CENTURION KAVALIERS 3,,CENTURION KAVALIERS 3,4560,3,3,18.0,112,7,46/ 3,1,67,6.22,16.00,15.4,0,0,0,11,1,2024 Titans Second League
,790,32995,CENTURION KAVALIERS 3,,,,,,,,,,,,,,,,,,,,,,2024 Titans Second League
26,790,32995,Ettienne Tait,2939149,HARLEQUINS 3,,HARLEQUINS 3,4553,3,3,22.4,61,6,25/ 4,4,63,2.69,10.17,22.7,0,1,0,3,0,2024 Titans Second League
,790,32995,HARLEQUINS 3,,,,,,,,,,,,,,,,,,,,,,2024 Titans Second League
27,790,32995,Chris Klopper,4756702,IRENE VILLAGERS 3,,IRENE VILLAGERS 3,4554,3,2,12.0,36,6,11/ 5,2,51,3.00,6.00,12.0,0,0,1,5,1,2024 Titans Second League
,790,32995,IRENE VILLAGERS 3,,,,,,,,,,,,,,,,,,,,,,2024 Titans Second League
28,790,32995,Dewald Basson,3018234,TUT 3,,TUT 3,4559,3,3,27.0,104,6,28/ 3,2,118,3.85,17.33,27.0,0,0,0,11,1,2024 Titans Second League
,790,32995,TUT 3,,,,,,,,,,,,,,,,,,,,,,2024 Titans Second League
29,790,32995,Donovan du Toit,3713457,TUKS 5,,TUKS 5,4558,11,7,43.3,230,6,31/ 3,3,162,5.29,38.33,43.5,0,0,0,7,0,2024 Titans Second League
,790,32995,TUKS 5,,,,,,,,,,,,,,,,,,,,,,2024 Titans Second League
30,790,32995,Shaanthen Thumbiran,4854734,IRENE VILLAGERS 3,,IRENE VILLAGERS 3,4554,4,3,10.2,66,6,14/ 5,0,36,6.39,11.00,10.3,0,0,1,4,0,2024 Titans Second League
,790,32995,IRENE VILLAGERS 3,,,,,,,,,,,,,,,,,,,,,,2024 Titans Second League
31,790,32995,Gerhard De Bruin,2936835,TUKS 5,,TUKS 5,4558,5,5,22.0,166,6,32/ 2,0,79,7.55,27.67,22.0,0,0,0,18,2,2024 Titans Second League
,790,32995,TUKS 5,,,,,,,,,,,,,,,,,,,,,,2024 Titans Second League
32,790,32995,Gerrie Viljoen,3015413,IRENE VILLAGERS 3,,IRENE VILLAGERS 3,4554,2,2,12.1,41,5,15/ 4,0,54,3.37,8.20,14.6,0,1,0,2,1,2024 Titans Second League
,790,32995,IRENE VILLAGERS 3,,,,,,,,,,,,,,,,,,,,,,2024 Titans Second League
33,790,32995,Johan Nel,4655263,TUKS 5,,TUKS 5,4558,8,2,9.0,36,5,8/ 4,0,40,4.00,7.20,10.8,0,1,0,4,0,2024 Titans Second League
,790,32995,TUKS 5,,,,,,,,,,,,,,,,,,,,,,2024 Titans Second League
34,790,32995,Neil Jansen,4655262,IRENE VILLAGERS 3,,IRENE VILLAGERS 3,4554,3,3,18.0,103,5,33/ 3,3,70,5.72,20.60,21.6,0,0,0,15,0,2024 Titans Second League
,790,32995,IRENE VILLAGERS 3,,,,,,,,,,,,,,,,,,,,,,2024 Titans Second League
35,790,32995,Riaan Davel,3163488,SINOVILLE 4,,SINOVILLE 4,4557,2,2,15.0,91,5,24/ 3,4,60,6.07,18.20,18.0,0,0,0,1,0,2024 Titans Second League
,790,32995,SINOVILLE 4,,,,,,,,,,,,,,,,,,,,,,2024 Titans Second League
36,790,32995,Lehlohonolo Moshoati,3266899,TUKS 5,,TUKS 5,4558,4,4,27.0,164,5,43/ 2,0,88,6.07,32.80,32.4,0,0,0,15,0,2024 Titans Second League
,790,32995,TUKS 5,,,,,,,,,,,,,,,,,,,,,,2024 Titans Second League
37,790,32995,Andre Van wyk,3266939,TUKS 5,,TUKS 5,4558,10,8,20.0,127,5,9/ 2,1,62,6.35,25.40,24.0,0,0,0,12,0,2024 Titans Second League
,790,32995,TUKS 5,,,,,,,,,,,,,,,,,,,,,,2024 Titans Second League
38,790,32995,Ruan Venter,4673574,SINOVILLE 3,,SINOVILLE 3,4556,5,5,35.0,235,5,47/ 2,0,122,6.71,47.00,42.0,0,0,0,29,2,2024 Titans Second League
,790,32995,SINOVILLE 3,,,,,,,,,,,,,,,,,,,,,,2024 Titans Second League
39,790,32995,Andre Kruyshaar,3795248,SINOVILLE 4,,SINOVILLE 4,4557,5,3,18.2,128,5,12/ 4,0,55,6.98,25.60,22.0,1,1,0,7,0,2024 Titans Second League
,790,32995,SINOVILLE 4,,,,,,,,,,,,,,,,,,,,,,2024 Titans Second League
40,790,32995,Wendell Plaatjies,4673818,CBCOB 3,,CBCOB 3,4552,7,3,17.0,123,5,53/ 3,0,26,7.24,24.60,20.4,0,0,0,1,2,2024 Titans Second League
,790,32995,CBCOB 3,,,,,,,,,,,,,,,,,,,,,,2024 Titans Second League
41,790,32995,Dewald Dummon,4715787,PHSOB 3,,PHSOB 3,4555,1,1,9.0,20,4,20/ 4,0,45,2.22,5.00,13.5,0,1,0,4,1,2024 Titans Second League
,790,32995,PHSOB 3,,,,,,,,,,,,,,,,,,,,,,2024 Titans Second League
42,790,32995,Dylan van Wyk,3277436,SINOVILLE 3,,SINOVILLE 3,4556,1,1,9.0,21,4,21/ 4,1,45,2.33,5.25,13.5,0,1,0,2,0,2024 Titans Second League
,790,32995,SINOVILLE 3,,,,,,,,,,,,,,,,,,,,,,2024 Titans Second League
43,790,32995,Justin Van Bassen,4673824,CBCOB 3,,CBCOB 3,4552,4,2,11.0,51,4,22/ 2,0,35,4.64,12.75,16.5,0,0,0,4,0,2024 Titans Second League
,790,32995,CBCOB 3,,,,,,,,,,,,,,,,,,,,,,2024 Titans Second League
44,790,32995,Tshepo Molite,4892046,IRENE VILLAGERS 3,,IRENE VILLAGERS 3,4554,1,1,8.3,45,4,45/ 4,1,33,5.29,11.25,12.8,0,1,0,2,1,2024 Titans Second League
,790,32995,IRENE VILLAGERS 3,,,,,,,,,,,,,,,,,,,,,,2024 Titans Second League
45,790,32995,Gunter Geyer,4655258,IRENE VILLAGERS 3,,IRENE VILLAGERS 3,4554,3,3,14.2,76,4,22/ 2,0,56,5.30,19.00,21.5,0,0,0,9,0,2024 Titans Second League
,790,32995,IRENE VILLAGERS 3,,,,,,,,,,,,,,,,,,,,,,2024 Titans Second League
46,790,32995,Hendrik Ferreira,4891854,TUT 3,,TUT 3,4559,2,2,12.2,69,4,13/ 3,1,44,5.59,17.25,18.5,0,0,0,2,1,2024 Titans Second League
,790,32995,TUT 3,,,,,,,,,,,,,,,,,,,,,,2024 Titans Second League
47,790,32995,Travis Joshua,3783171,HARLEQUINS 3,,HARLEQUINS 3,4553,3,3,12.3,71,4,25/ 3,0,15,5.68,17.75,18.8,0,0,0,2,0,2024 Titans Second League
