SNO,PLAYER,TEAM_IMG,BLANK,TEAM,MAT,INS,NO,RUNS,BALLS,AVG,SR,HS,100s,75s,50s,25s,0s,6s,4s,League Name
261,Nico de Bruyn,TUKS 5,,TUKS 5,2,0,0,0,0,--,0.00,0,0,0,0,0,0,0,0,Titans Second League
,TUKS 5,,,,,,,,,,,,,,,,,,,Titans Second League
262,Marnus Swanepoel,SINOVILLE 3,,SINOVILLE 3,1,0,0,0,0,--,0.00,0,0,0,0,0,0,0,0,Titans Second League
,SINOVILLE 3,,,,,,,,,,,,,,,,,,,Titans Second League
263,Theuno Botha,SINOVILLE 4,,SINOVILLE 4,1,0,0,0,0,--,0.00,0,0,0,0,0,0,0,0,Titans Second League
,SINOVILLE 4,,,,,,,,,,,,,,,,,,,Titans Second League
264,JJ Du Toit,SINOVILLE 4,,SINOVILLE 4,3,0,0,0,0,--,0.00,0,0,0,0,0,0,0,0,Titans Second League
,SINOVILLE 4,,,,,,,,,,,,,,,,,,,Titans Second League
265,Mosleh Uddin,SINOVILLE 4,,SINOVILLE 4,1,0,0,0,0,--,0.00,0,0,0,0,0,0,0,0,Titans Second League
,SINOVILLE 4,,,,,,,,,,,,,,,,,,,Titans Second League
266,Marco Rudolph,SINOVILLE 3,,SINOVILLE 3,1,0,0,0,0,--,0.00,0,0,0,0,0,0,0,0,Titans Second League
,SINOVILLE 3,,,,,,,,,,,,,,,,,,,Titans Second League
267,Brandon Van Wyk,SINOVILLE 3,,SINOVILLE 3,1,0,0,0,0,--,0.00,0,0,0,0,0,0,0,0,Titans Second League
,SINOVILLE 3,,,,,,,,,,,,,,,,,,,Titans Second League
268,Maans De Roubaix,SINOVILLE 4,,SINOVILLE 4,1,0,0,0,0,--,0.00,0,0,0,0,0,0,0,0,Titans Second League
,SINOVILLE 4,,,,,,,,,,,,,,,,,,,Titans Second League
269,Tihardt Kruger,TUKS 5,,TUKS 5,1,0,0,0,0,--,0.00,0,0,0,0,0,0,0,0,Titans Second League
,TUKS 5,,,,,,,,,,,,,,,,,,,Titans Second League
270,Juandre Joubert,SINOVILLE 4,,SINOVILLE 4,1,0,0,0,0,--,0.00,0,0,0,0,0,0,0,0,Titans Second League
,SINOVILLE 4,,,,,,,,,,,,,,,,,,,Titans Second League
271,Tyler Irene,IRENE VILLAGERS 3,,IRENE VILLAGERS 3,1,0,0,0,0,--,0.00,0,0,0,0,0,0,0,0,Titans Second League
,IRENE VILLAGERS 3,,,,,,,,,,,,,,,,,,,Titans Second League
272,Playa4 Cbc,CBCOB 3,,CBCOB 3,1,0,0,0,0,--,0.00,0,0,0,0,0,0,0,0,Titans Second League
,CBCOB 3,,,,,,,,,,,,,,,,,,,Titans Second League
273,Playa5 Cbc,CBCOB 3,,CBCOB 3,1,0,0,0,0,--,0.00,0,0,0,0,0,0,0,0,Titans Second League
,CBCOB 3,,,,,,,,,,,,,,,,,,,Titans Second League
274,Playa6 Cbc,CBCOB 3,,CBCOB 3,1,0,0,0,0,--,0.00,0,0,0,0,0,0,0,0,Titans Second League
,CBCOB 3,,,,,,,,,,,,,,,,,,,Titans Second League
275,Playa7 Cbc,CBCOB 3,,CBCOB 3,1,0,0,0,0,--,0.00,0,0,0,0,0,0,0,0,Titans Second League
,CBCOB 3,,,,,,,,,,,,,,,,,,,Titans Second League
276,Playa8 Cbc,CBCOB 3,,CBCOB 3,1,0,0,0,0,--,0.00,0,0,0,0,0,0,0,0,Titans Second League
,CBCOB 3,,,,,,,,,,,,,,,,,,,Titans Second League
277,Playa9 Cbc,CBCOB 3,,CBCOB 3,1,0,0,0,0,--,0.00,0,0,0,0,0,0,0,0,Titans Second League
,CBCOB 3,,,,,,,,,,,,,,,,,,,Titans Second League
278,Playa10 Cbc,CBCOB 3,,CBCOB 3,1,0,0,0,0,--,0.00,0,0,0,0,0,0,0,0,Titans Second League
,CBCOB 3,,,,,,,,,,,,,,,,,,,Titans Second League
279,Playa11 Cbc,CBCOB 3,,CBCOB 3,1,0,0,0,0,--,0.00,0,0,0,0,0,0,0,0,Titans Second League
,CBCOB 3,,,,,,,,,,,,,,,,,,,Titans Second League
280,Dieter Munnik,TUKS 5,,TUKS 5,1,0,0,0,0,--,0.00,0,0,0,0,0,0,0,0,Titans Second League
,TUKS 5,,,,,,,,,,,,,,,,,,,Titans Second League
281,Danie Doubell,PHSOB 3,,PHSOB 3,1,0,0,0,0,--,0.00,0,0,0,0,0,0,0,0,Titans Second League
,PHSOB 3,,,,,,,,,,,,,,,,,,,Titans Second League
282,Braam Sinoville,SINOVILLE 3,,SINOVILLE 3,1,0,0,0,0,--,0.00,0,0,0,0,0,0,0,0,Titans Second League
,SINOVILLE 3,,,,,,,,,,,,,,,,,,,Titans Second League
283,Cornel Schnitter,CBCOB 3,,CBCOB 3,1,0,0,0,0,--,0.00,0,0,0,0,0,0,0,0,Titans Second League
,CBCOB 3,,,,,,,,,,,,,,,,,,,Titans Second League
284,Logan Almeida,CBCOB 3,,CBCOB 3,1,0,0,0,0,--,0.00,0,0,0,0,0,0,0,0,Titans Second League
,CBCOB 3,,,,,,,,,,,,,,,,,,,Titans Second League
285,Gershwin Reid,CBCOB 3,,CBCOB 3,1,0,0,0,0,--,0.00,0,0,0,0,0,0,0,0,Titans Second League
,CBCOB 3,,,,,,,,,,,,,,,,,,,Titans Second League
286,Lehlohonolo Moshoati,TUKS 5,,TUKS 5,1,0,0,0,0,--,0.00,0,0,0,0,0,0,0,0,Titans Second League
,TUKS 5,,,,,,,,,,,,,,,,,,,Titans Second League
287,Riaan Von bentheim,TUKS 5,,TUKS 5,1,0,0,0,0,--,0.00,0,0,0,0,0,0,0,0,Titans Second League
,TUKS 5,,,,,,,,,,,,,,,,,,,Titans Second League
288,Ivan Bekker,TUKS 5,,TUKS 5,1,0,0,0,0,--,0.00,0,0,0,0,0,0,0,0,Titans Second League
,TUKS 5,,,,,,,,,,,,,,,,,,,Titans Second League
289,Willem Cbc3,CBCOB 3,,CBCOB 3,1,0,0,0,0,--,0.00,0,0,0,0,0,0,0,0,Titans Second League
,CBCOB 3,,,,,,,,,,,,,,,,,,,Titans Second League
290,Chris Cbc3,CBCOB 3,,CBCOB 3,1,0,0,0,0,--,0.00,0,0,0,0,0,0,0,0,Titans Second League
,CBCOB 3,,,,,,,,,,,,,,,,,,,Titans Second League
291,Shaun Muirhead,CBCOB 3,,CBCOB 3,1,0,0,0,0,--,0.00,0,0,0,0,0,0,0,0,Titans Second League
,CBCOB 3,,,,,,,,,,,,,,,,,,,Titans Second League
292,Bruce Cbc3,CBCOB 3,,CBCOB 3,1,0,0,0,0,--,0.00,0,0,0,0,0,0,0,0,Titans Second League
,CBCOB 3,,,,,,,,,,,,,,,,,,,Titans Second League
293,Devin Cbc3,CBCOB 3,,CBCOB 3,1,0,0,0,0,--,0.00,0,0,0,0,0,0,0,0,Titans Second League
,CBCOB 3,,,,,,,,,,,,,,,,,,,Titans Second League
294,Gershwin Reid,CBCOB 3,,CBCOB 3,1,0,0,0,0,--,0.00,0,0,0,0,0,0,0,0,Titans Second League
,CBCOB 3,,,,,,,,,,,,,,,,,,,Titans Second League
295,Stephan Van den berg,CBCOB 3,,CBCOB 3,1,0,0,0,0,--,0.00,0,0,0,0,0,0,0,0,Titans Second League
,CBCOB 3,,,,,,,,,,,,,,,,,,,Titans Second League
296,Cornel Cbc3,CBCOB 3,,CBCOB 3,1,0,0,0,0,--,0.00,0,0,0,0,0,0,0,0,Titans Second League
,CBCOB 3,,,,,,,,,,,,,,,,,,,Titans Second League
297,Logan Almeida,CBCOB 3,,CBCOB 3,1,0,0,0,0,--,0.00,0,0,0,0,0,0,0,0,Titans Second League
,CBCOB 3,,,,,,,,,,,,,,,,,,,Titans Second League
298,Michael Cbc3,CBCOB 3,,CBCOB 3,1,0,0,0,0,--,0.00,0,0,0,0,0,0,0,0,Titans Second League
,CBCOB 3,,,,,,,,,,,,,,,,,,,Titans Second League
299,JP Roetz,SINOVILLE 4,,SINOVILLE 4,1,0,0,0,0,--,0.00,0,0,0,0,0,0,0,0,Titans Second League
,SINOVILLE 4,,,,,,,,,,,,,,,,,,,Titans Second League
300,Jorich van Schalkwyk,SINOVILLE 3,,SINOVILLE 3,1,0,0,0,0,--,0.00,0,0,0,0,0,0,0,0,Titans Second League
,SINOVILLE 3,,,,,,,,,,,,,,,,,,,Titans Second League
301,Dylan van Wyk,SINOVILLE 3,,SINOVILLE 3,1,0,0,0,0,--,0.00,0,0,0,0,0,0,0,0,Titans Second League
,SINOVILLE 3,,,,,,,,,,,,,,,,,,,Titans Second League
302,Davie Fabri,SINOVILLE 3,,SINOVILLE 3,1,0,0,0,0,--,0.00,0,0,0,0,0,0,0,0,Titans Second League
,SINOVILLE 3,,,,,,,,,,,,,,,,,,,Titans Second League
303,Sean Povey,SINOVILLE 3,,SINOVILLE 3,2,0,0,0,0,--,0.00,0,0,0,0,0,0,0,0,Titans Second League
,SINOVILLE 3,,,,,,,,,,,,,,,,,,,Titans Second League
304,Byron Slaughter,SINOVILLE 3,,SINOVILLE 3,2,0,0,0,0,--,0.00,0,0,0,0,0,0,0,0,Titans Second League
,SINOVILLE 3,,,,,,,,,,,,,,,,,,,Titans Second League
305,Gerhard Lock,SINOVILLE 4,,SINOVILLE 4,1,0,0,0,0,--,0.00,0,0,0,0,0,0,0,0,Titans Second League
,SINOVILLE 4,,,,,,,,,,,,,,,,,,,Titans Second League
306,Jacques van Niekerk,SINOVILLE 4,,SINOVILLE 4,1,0,0,0,0,--,0.00,0,0,0,0,0,0,0,0,Titans Second League
,SINOVILLE 4,,,,,,,,,,,,,,,,,,,Titans Second League
307,Luca Bauros,SINOVILLE 4,,SINOVILLE 4,1,0,0,0,0,--,0.00,0,0,0,0,0,0,0,0,Titans Second League
,SINOVILLE 4,,,,,,,,,,,,,,,,,,,Titans Second League
308,Luke Cannata,SINOVILLE 4,,SINOVILLE 4,1,0,0,0,0,--,0.00,0,0,0,0,0,0,0,0,Titans Second League
,SINOVILLE 4,,,,,,,,,,,,,,,,,,,Titans Second League
309,Ruan Breytenbach,SINOVILLE 4,,SINOVILLE 4,1,0,0,0,0,--,0.00,0,0,0,0,0,0,0,0,Titans Second League
,SINOVILLE 4,,,,,,,,,,,,,,,,,,,Titans Second League
310,Morgan Potgieter,SINOVILLE 3,,SINOVILLE 3,1,0,0,0,0,--,0.00,0,0,0,0,0,0,0,0,Titans Second League
,SINOVILLE 3,,,,,,,,,,,,,,,,,,,Titans Second League
311,Damien Pringle,SINOVILLE 3,,SINOVILLE 3,1,0,0,0,0,--,0.00,0,0,0,0,0,0,0,0,Titans Second League
,SINOVILLE 3,,,,,,,,,,,,,,,,,,,Titans Second League
312,Adam Cannata,SINOVILLE 4,,SINOVILLE 4,1,0,0,0,0,--,0.00,0,0,0,0,0,0,0,0,Titans Second League
,SINOVILLE 4,,,,,,,,,,,,,,,,,,,Titans Second League
313,Kashif Ghuman,POLICE 3,,POLICE 3,2,1,0,0,1,0.00,0.00,0,0,0,0,0,1,0,0,Titans Second League
,POLICE 3,,,,,,,,,,,,,,,,,,,Titans Second League
314,Caleb Eckard,CBCOB 3,,CBCOB 3,6,1,0,0,1,0.00,0.00,0,0,0,0,0,1,0,0,Titans Second League
,CBCOB 3,,,,,,,,,,,,,,,,,,,Titans Second League
315,Rihann Van der Merwe,TUT 3,,TUT 3,2,1,0,0,1,0.00,0.00,0,0,0,0,0,1,0,0,Titans Second League
,TUT 3,,,,,,,,,,,,,,,,,,,Titans Second League
316,Rowan Poole,CBCOB 3,,CBCOB 3,1,1,0,0,1,0.00,0.00,0,0,0,0,0,1,0,0,Titans Second League
,CBCOB 3,,,,,,,,,,,,,,,,,,,Titans Second League
317,Wayne Steyn,TUT 3,,TUT 3,1,1,0,0,1,0.00,0.00,0,0,0,0,0,1,0,0,Titans Second League
,TUT 3,,,,,,,,,,,,,,,,,,,Titans Second League
318,Juan Matta,SINOVILLE 3,,SINOVILLE 3,1,1,0,0,1,0.00,0.00,0,0,0,0,0,1,0,0,Titans Second League
,SINOVILLE 3,,,,,,,,,,,,,,,,,,,Titans Second League
319,Cecil Chitaka,TUKS 5,,TUKS 5,1,1,1,0,1,--,0.00,0,0,0,0,0,0,0,0,Titans Second League
,TUKS 5,,,,,,,,,,,,,,,,,,,Titans Second League
320,Wian van Deventer,SINOVILLE 4,,SINOVILLE 4,2,1,0,0,1,0.00,0.00,0,0,0,0,0,1,0,0,Titans Second League
,SINOVILLE 4,,,,,,,,,,,,,,,,,,,Titans Second League
321,Eugene Joubert,SINOVILLE 3,,SINOVILLE 3,1,1,0,0,1,0.00,0.00,0,0,0,0,0,1,0,0,Titans Second League
,SINOVILLE 3,,,,,,,,,,,,,,,,,,,Titans Second League
322,Louniel Brits,SINOVILLE 3,,SINOVILLE 3,1,1,0,0,2,0.00,0.00,0,0,0,0,0,1,0,0,Titans Second League
,SINOVILLE 3,,,,,,,,,,,,,,,,,,,Titans Second League
323,Juan Van den berg,SINOVILLE 3,,SINOVILLE 3,3,1,0,0,2,0.00,0.00,0,0,0,0,0,1,0,0,Titans Second League
,SINOVILLE 3,,,,,,,,,,,,,,,,,,,Titans Second League
324,Wian Munnik,SINOVILLE 3,,SINOVILLE 3,1,1,0,0,2,0.00,0.00,0,0,0,0,0,1,0,0,Titans Second League
,SINOVILLE 3,,,,,,,,,,,,,,,,,,,Titans Second League
325,Ruben Munnik,SINOVILLE 4,,SINOVILLE 4,3,1,0,0,2,0.00,0.00,0,0,0,0,0,1,0,0,Titans Second League
,SINOVILLE 4,,,,,,,,,,,,,,,,,,,Titans Second League
326,Jayden Gordon,SINOVILLE 4,,SINOVILLE 4,1,1,0,0,2,0.00,0.00,0,0,0,0,0,1,0,0,Titans Second League
,SINOVILLE 4,,,,,,,,,,,,,,,,,,,Titans Second League
327,Jaco Brits,PHSOB 3,,PHSOB 3,1,1,0,0,2,0.00,0.00,0,0,0,0,0,1,0,0,Titans Second League
,PHSOB 3,,,,,,,,,,,,,,,,,,,Titans Second League
328,Muhammad Qasim Muhammad,POLICE 3,,POLICE 3,3,2,0,0,3,0.00,0.00,0,0,0,0,0,2,0,0,Titans Second League
,POLICE 3,,,,,,,,,,,,,,,,,,,Titans Second League
329,George Chibweza,CBCOB 3,,CBCOB 3,3,1,1,0,3,--,0.00,0,0,0,0,0,0,0,0,Titans Second League
,CBCOB 3,,,,,,,,,,,,,,,,,,,Titans Second League
330,Mike Brink,PHSOB 3,,PHSOB 3,1,1,0,0,4,0.00,0.00,0,0,0,0,0,1,0,0,Titans Second League
,PHSOB 3,,,,,,,,,,,,,,,,,,,Titans Second League
331,Mlungisi Tuks 6,TUKS 6,,TUKS 6,1,1,0,0,4,0.00,0.00,0,0,0,0,0,1,0,0,Titans Second League
,TUKS 6,,,,,,,,,,,,,,,,,,,Titans Second League
332,Du Preez Prinsloo,SINOVILLE 4,,SINOVILLE 4,1,1,0,0,4,0.00,0.00,0,0,0,0,0,1,0,0,Titans Second League
,SINOVILLE 4,,,,,,,,,,,,,,,,,,,Titans Second League
333,Ruben Munnik,SINOVILLE 3,,SINOVILLE 3,1,1,0,0,5,0.00,0.00,0,0,0,0,0,1,0,0,Titans Second League
,SINOVILLE 3,,,,,,,,,,,,,,,,,,,Titans Second League
334,Mosleh Uddin,SINOVILLE 3,,SINOVILLE 3,1,1,0,0,5,0.00,0.00,0,0,0,0,0,1,0,0,Titans Second League
,SINOVILLE 3,,,,,,,,,,,,,,,,,,,Titans Second League
335,Pusoletso Ethan,TUKS 6,,TUKS 6,1,1,0,0,7,0.00,0.00,0,0,0,0,0,1,0,0,Titans Second League
,TUKS 6,,,,,,,,,,,,,,,,,,,Titans Second League
336,Waseem Ullah,POLICE 3,,POLICE 3,3,2,1,0,8,0.00,0.00,0,0,0,0,0,1,0,0,Titans Second League
,POLICE 3,,,,,,,,,,,,,,,,,,,Titans Second League
337,MJ Kruger,TUKS 5,,TUKS 5,1,1,1,0,8,--,0.00,0,0,0,0,0,0,0,0,Titans Second League
,TUKS 5,,,,,,,,,,,,,,,,,,,Titans Second League
338,Wynand De beer,IRENE VILLAGERS 3,,IRENE VILLAGERS 3,1,1,0,0,10,0.00,0.00,0,0,0,0,0,1,0,0,Titans Second League
,IRENE VILLAGERS 3,,,,,,,,,,,,,,,,,,,Titans Second League
