SNO,LEAGUE_ID,CLUB_ID,PLAYER,PLAYER_ID,TEAM_IMG,BLANK,TEAM,TEAM_ID,MAT,INS,NO,RUNS,BALLS,AVG,SR,HS,100s,75s,50s,25s,0s,6s,4s,League Name
103,576,32995,Erik Van Deventer,3033825,TUT 3,,TUT 3,3305,2,2,1,41,60,41.00,68.33,26,0,0,0,1,0,3,2,2023 Titans Second League
,576,32995,TUT 3,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
104,576,32995,Morgan Potgiter,3198242,SINOVILLE 4,,SINOVILLE 4,3303,1,1,0,41,74,41.00,55.41,41,0,0,0,1,0,0,6,2023 Titans Second League
,576,32995,SINOVILLE 4,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
105,576,32995,Ivan Venter,2936845,TUKS 5,,TUKS 5,3304,2,2,0,40,65,20.00,61.54,21,0,0,0,0,0,1,4,2023 Titans Second League
,576,32995,TUKS 5,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
106,576,32995,Jared Fourie,3783167,IRENE VILLAGERS 4,,IRENE VILLAGERS 4,3307,4,4,0,40,104,10.00,38.46,20,0,0,0,0,1,0,3,2023 Titans Second League
,576,32995,IRENE VILLAGERS 4,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
107,576,32995,Gunter Geyer,3146508,IRENE VILLAGERS 4,,IRENE VILLAGERS 4,3307,3,3,0,39,40,13.00,97.50,19,0,0,0,0,0,0,8,2023 Titans Second League
,576,32995,IRENE VILLAGERS 4,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
108,576,32995,Richard Williams,3729932,IRENE VILLAGERS 3,,IRENE VILLAGERS 3,3299,1,1,0,39,41,39.00,95.12,39,0,0,0,1,0,0,3,2023 Titans Second League
,576,32995,IRENE VILLAGERS 3,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
109,576,32995,Maritz Bezuidenhout,3180554,SINOVILLE 4,,SINOVILLE 4,3303,1,1,0,39,51,39.00,76.47,39,0,0,0,1,0,0,2,2023 Titans Second League
,576,32995,SINOVILLE 4,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
110,576,32995,Andre Schoombee,3772961,SINOVILLE 3,,SINOVILLE 3,3302,2,2,0,39,61,19.50,63.93,36,0,0,0,1,0,2,2,2023 Titans Second League
,576,32995,SINOVILLE 3,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
111,576,32995,Ryan Thorburn,3163540,IRENE VILLAGERS 4,,IRENE VILLAGERS 4,3307,3,3,0,39,69,13.00,56.52,20,0,0,0,0,0,0,7,2023 Titans Second League
,576,32995,IRENE VILLAGERS 4,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
112,576,32995,Albert Myburgh,4024779,IRENE VILLAGERS 3,,IRENE VILLAGERS 3,3299,6,4,0,39,100,9.75,39.00,22,0,0,0,0,0,0,4,2023 Titans Second League
,576,32995,IRENE VILLAGERS 3,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
113,576,32995,Heinrich Hamman,2987472,SINOVILLE 4,,SINOVILLE 4,3303,2,2,0,37,36,18.50,102.78,24,0,0,0,0,0,0,7,2023 Titans Second League
,576,32995,SINOVILLE 4,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
114,576,32995,Ivan Havenga,3729571,CBCOB 3,,CBCOB 3,3298,5,3,1,37,39,18.50,94.87,37,0,0,0,1,1,0,6,2023 Titans Second League
,576,32995,CBCOB 3,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
115,576,32995,Elandré van den Berg,3713456,TUKS 5,,TUKS 5,3304,11,8,5,37,80,12.33,46.25,12,0,0,0,0,0,0,1,2023 Titans Second League
,576,32995,TUKS 5,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
116,576,32995,Charl Foxcroft,2097177,TUT 3,,TUT 3,3305,6,6,2,36,57,9.00,63.16,24,0,0,0,0,2,0,4,2023 Titans Second League
,576,32995,TUT 3,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
117,576,32995,Reghard Lehman,4046237,CBCOB 3,,CBCOB 3,3298,1,1,0,36,75,36.00,48.00,36,0,0,0,1,0,0,2,2023 Titans Second League
,576,32995,CBCOB 3,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
118,576,32995,Amohelang Sebati,3795244,IRENE VILLAGERS 4,,IRENE VILLAGERS 4,3307,7,5,0,36,78,7.20,46.15,12,0,0,0,0,1,2,3,2023 Titans Second League
,576,32995,IRENE VILLAGERS 4,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
119,576,32995,Deon Van Huysteen,3795246,SINOVILLE 4,,SINOVILLE 4,3303,1,1,0,35,41,35.00,85.37,35,0,0,0,1,0,1,3,2023 Titans Second League
,576,32995,SINOVILLE 4,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
120,576,32995,Ivan Schoeman,3759630,SINOVILLE 3,,SINOVILLE 3,3302,1,1,0,34,27,34.00,125.93,34,0,0,0,1,0,1,5,2023 Titans Second League
,576,32995,SINOVILLE 3,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
121,576,32995,Neyko Stiglingh,4116051,HARLEQUINS 3,,HARLEQUINS 3,3306,1,1,0,34,31,34.00,109.68,34,0,0,0,1,0,0,6,2023 Titans Second League
,576,32995,HARLEQUINS 3,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
122,576,32995,Chris van Niekerk,3713451,IRENE VILLAGERS 3,,IRENE VILLAGERS 3,3299,8,5,1,34,56,8.50,60.71,12,0,0,0,0,1,0,4,2023 Titans Second League
,576,32995,IRENE VILLAGERS 3,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
123,576,32995,JP Roets,3195753,SINOVILLE 4,,SINOVILLE 4,3303,4,3,1,34,64,17.00,53.12,23,0,0,0,0,0,0,1,2023 Titans Second League
,576,32995,SINOVILLE 4,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
124,576,32995,Donavan Kretschmer,3018251,IRENE VILLAGERS 4,,IRENE VILLAGERS 4,3307,3,3,0,34,66,11.33,51.52,34,0,0,0,1,2,0,3,2023 Titans Second League
,576,32995,IRENE VILLAGERS 4,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
125,576,32995,Yatin Koul,4081459,PHSOB 3,,PHSOB 3,3300,1,1,0,33,16,33.00,206.25,33,0,0,0,1,0,1,6,2023 Titans Second League
,576,32995,PHSOB 3,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
126,576,32995,Zian De Jager,3745433,IRENE VILLAGERS 3,,IRENE VILLAGERS 3,3299,1,1,0,33,21,33.00,157.14,33,0,0,0,1,0,1,5,2023 Titans Second League
,576,32995,IRENE VILLAGERS 3,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
127,576,32995,Wian van Deventer,3255254,SINOVILLE 4,,SINOVILLE 4,3303,1,1,0,33,22,33.00,150.00,33,0,0,0,1,0,0,0,2023 Titans Second League
,576,32995,SINOVILLE 4,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
128,576,32995,JJ Du Toit,3226765,SINOVILLE 3,,SINOVILLE 3,3302,3,2,0,33,56,16.50,58.93,22,0,0,0,0,0,0,4,2023 Titans Second League
,576,32995,SINOVILLE 3,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
129,576,32995,Hendré van Niekerk,3713455,IRENE VILLAGERS 3,,IRENE VILLAGERS 3,3299,6,5,0,33,60,6.60,55.00,16,0,0,0,0,1,1,3,2023 Titans Second League
,576,32995,IRENE VILLAGERS 3,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
130,576,32995,Eben Botha,2936848,TUKS 5,,TUKS 5,3304,3,3,0,33,62,11.00,53.23,21,0,0,0,0,0,0,2,2023 Titans Second League
,576,32995,TUKS 5,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
131,576,32995,Erick Knoesen,3912420,IRENE VILLAGERS 4,,IRENE VILLAGERS 4,3307,4,3,1,32,28,16.00,114.29,31,0,0,0,1,1,0,5,2023 Titans Second League
,576,32995,IRENE VILLAGERS 4,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
132,576,32995,Johan Broekman,3069548,CBCOB 3,,CBCOB 3,3298,3,3,1,32,37,16.00,86.49,31,0,0,0,1,1,0,4,2023 Titans Second League
,576,32995,CBCOB 3,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
133,576,32995,Maans De Roubaix,3242452,SINOVILLE 4,,SINOVILLE 4,3303,3,2,0,32,71,16.00,45.07,21,0,0,0,0,0,0,6,2023 Titans Second League
,576,32995,SINOVILLE 4,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
134,576,32995,Andre Van wyk,3266939,TUKS 5,,TUKS 5,3304,13,8,2,32,76,5.33,42.11,12,0,0,0,0,3,2,1,2023 Titans Second League
,576,32995,TUKS 5,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
135,576,32995,Wian van Deventer,3257325,SINOVILLE 3,,SINOVILLE 3,3302,1,1,0,31,24,31.00,129.17,31,0,0,0,1,0,2,4,2023 Titans Second League
,576,32995,SINOVILLE 3,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
136,576,32995,Bernard Wentzel,3928433,CBCOB 3,,CBCOB 3,3298,5,5,2,31,44,10.33,70.45,15,0,0,0,0,2,0,1,2023 Titans Second League
,576,32995,CBCOB 3,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
137,576,32995,Keldon van Zyl,3812052,SINOVILLE 3,,SINOVILLE 3,3302,2,2,1,30,54,30.00,55.56,17,0,0,0,0,0,0,2,2023 Titans Second League
,576,32995,SINOVILLE 3,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
138,576,32995,Jaco CBC,4046234,CBCOB 3,,CBCOB 3,3298,1,1,0,29,15,29.00,193.33,29,0,0,0,1,0,0,4,2023 Titans Second League
,576,32995,CBCOB 3,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
139,576,32995,Ruben Rossouw,4046236,CBCOB 3,,CBCOB 3,3298,1,1,0,29,23,29.00,126.09,29,0,0,0,1,0,1,2,2023 Titans Second League
,576,32995,CBCOB 3,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
140,576,32995,Marco Rudolph,3229694,SINOVILLE 3,,SINOVILLE 3,3302,2,2,0,29,35,14.50,82.86,20,0,0,0,0,0,0,5,2023 Titans Second League
,576,32995,SINOVILLE 3,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
141,576,32995,Rudi Loibner,2935397,CBCOB 3,,CBCOB 3,3298,7,5,0,29,78,5.80,37.18,15,0,0,0,0,2,0,3,2023 Titans Second League
,576,32995,CBCOB 3,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
142,576,32995,Etienne Tait,3745434,HARLEQUINS 3,,HARLEQUINS 3,3306,1,1,0,28,28,28.00,100.00,28,0,0,0,1,0,0,5,2023 Titans Second League
,576,32995,HARLEQUINS 3,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
143,576,32995,Wessel Marais,3713343,TUT 3,,TUT 3,3305,2,2,0,28,31,14.00,90.32,27,0,0,0,1,0,1,5,2023 Titans Second League
,576,32995,TUT 3,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
144,576,32995,Mollie Sinoville,4063613,SINOVILLE 3,,SINOVILLE 3,3302,1,1,0,28,57,28.00,49.12,28,0,0,0,1,0,0,1,2023 Titans Second League
,576,32995,SINOVILLE 3,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
145,576,32995,Hanco Hertzog,4165763,SINOVILLE 4,,SINOVILLE 4,3303,1,1,0,27,17,27.00,158.82,27,0,0,0,1,0,1,2,2023 Titans Second League
,576,32995,SINOVILLE 4,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
146,576,32995,Gerrie Viljoen,4081456,IRENE VILLAGERS 4,,IRENE VILLAGERS 4,3307,1,1,0,27,25,27.00,108.00,27,0,0,0,1,0,0,3,2023 Titans Second League
,576,32995,IRENE VILLAGERS 4,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
147,576,32995,Alec CBC,4046235,CBCOB 3,,CBCOB 3,3298,1,1,0,27,27,27.00,100.00,27,0,0,0,1,0,1,2,2023 Titans Second League
,576,32995,CBCOB 3,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
148,576,32995,Ewan Erasmus,4196335,HARLEQUINS 3,,HARLEQUINS 3,3306,1,1,0,26,31,26.00,83.87,26,0,0,0,1,0,0,2,2023 Titans Second League
,576,32995,HARLEQUINS 3,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
149,576,32995,Louan Nel,3163477,HARLEQUINS 3,,HARLEQUINS 3,3306,2,2,0,26,33,13.00,78.79,26,0,0,0,1,1,0,2,2023 Titans Second League
,576,32995,HARLEQUINS 3,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
150,576,32995,Andre Kruyshaar,3795248,SINOVILLE 4,,SINOVILLE 4,3303,5,5,0,26,76,5.20,34.21,9,0,0,0,0,2,0,1,2023 Titans Second League
,576,32995,SINOVILLE 4,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
151,576,32995,Ryan Thurbon,3713447,IRENE VILLAGERS 3,,IRENE VILLAGERS 3,3299,4,4,0,26,81,6.50,32.10,21,0,0,0,0,0,0,2,2023 Titans Second League
,576,32995,IRENE VILLAGERS 3,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
152,576,32995,Seun Bornman,3759631,SINOVILLE 3,,SINOVILLE 3,3302,1,1,0,25,18,25.00,138.89,25,0,0,0,1,0,1,3,2023 Titans Second League
,576,32995,SINOVILLE 3,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
153,576,32995,Thomas Hobson,4185926,PHSOB 3,,PHSOB 3,3300,2,2,0,25,29,12.50,86.21,19,0,0,0,0,0,1,4,2023 Titans Second League
,576,32995,PHSOB 3,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
154,576,32995,Kenny Rothe,3759636,SINOVILLE 3,,SINOVILLE 3,3302,1,1,0,25,32,25.00,78.12,25,0,0,0,1,0,0,2,2023 Titans Second League
,576,32995,SINOVILLE 3,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
155,576,32995,Gerrald Gouws,3056111,CBCOB 3,,CBCOB 3,3298,3,2,1,24,17,24.00,141.18,21,0,0,0,0,0,0,0,2023 Titans Second League
,576,32995,CBCOB 3,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
156,576,32995,Lehlohonolo Moshoati,3266899,TUKS 5,,TUKS 5,3304,2,1,0,24,21,24.00,114.29,24,0,0,0,0,0,1,2,2023 Titans Second League
,576,32995,TUKS 5,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
157,576,32995,Stiaan Schmiedeskamp,3783172,HARLEQUINS 3,,HARLEQUINS 3,3306,2,2,1,24,32,24.00,75.00,15,0,0,0,0,0,0,2,2023 Titans Second League
,576,32995,HARLEQUINS 3,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
158,576,32995,Aidan Van der Westhuizen,3795247,SINOVILLE 4,,SINOVILLE 4,3303,1,1,0,24,36,24.00,66.67,24,0,0,0,0,0,1,3,2023 Titans Second League
,576,32995,SINOVILLE 4,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
159,576,32995,Keegan Holmwood,3713339,PHSOB 3,,PHSOB 3,3300,2,2,0,24,66,12.00,36.36,14,0,0,0,0,0,0,4,2023 Titans Second League
,576,32995,PHSOB 3,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
160,576,32995,Elro Van der Heever,3745425,IRENE VILLAGERS 4,,IRENE VILLAGERS 4,3307,7,6,2,23,46,5.75,50.00,20,0,0,0,0,2,0,2,2023 Titans Second League
,576,32995,IRENE VILLAGERS 4,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
161,576,32995,Andries Botha,3759633,SINOVILLE 3,,SINOVILLE 3,3302,1,1,0,22,28,22.00,78.57,22,0,0,0,0,0,0,1,2023 Titans Second League
,576,32995,SINOVILLE 3,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
162,576,32995,Stanley Fabri,3056139,SINOVILLE 4,,SINOVILLE 4,3303,2,2,0,22,38,11.00,57.89,19,0,0,0,0,0,0,1,2023 Titans Second League
,576,32995,SINOVILLE 4,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
163,576,32995,Mohapi Molete,2985827,IRENE VILLAGERS 4,,IRENE VILLAGERS 4,3307,5,5,2,22,63,7.33,34.92,10,0,0,0,0,1,0,1,2023 Titans Second League
,576,32995,IRENE VILLAGERS 4,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
164,576,32995,Estiaan Blom,4143526,SINOVILLE 3,,SINOVILLE 3,3302,1,1,0,21,14,21.00,150.00,21,0,0,0,0,0,2,2,2023 Titans Second League
,576,32995,SINOVILLE 3,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
165,576,32995,Justin Reynolds,3713446,IRENE VILLAGERS 3,,IRENE VILLAGERS 3,3299,3,3,0,21,15,7.00,140.00,21,0,0,0,0,2,3,0,2023 Titans Second League
,576,32995,IRENE VILLAGERS 3,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
166,576,32995,Qiyaam Harlequins 3,3783174,HARLEQUINS 3,,HARLEQUINS 3,3306,1,1,0,21,23,21.00,91.30,21,0,0,0,0,0,0,5,2023 Titans Second League
,576,32995,HARLEQUINS 3,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
167,576,32995,Mark Bekker,3146406,TUT 3,,TUT 3,3305,7,5,2,21,37,7.00,56.76,8,0,0,0,0,1,1,0,2023 Titans Second League
,576,32995,TUT 3,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
168,576,32995,Hendre Du toit,2987477,SINOVILLE 3,,SINOVILLE 3,3302,2,2,0,20,19,10.00,105.26,19,0,0,0,0,0,1,3,2023 Titans Second League
,576,32995,SINOVILLE 3,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
169,576,32995,Jade Richter,2936920,PHSOB 3,,PHSOB 3,3300,1,1,0,20,21,20.00,95.24,20,0,0,0,0,0,0,5,2023 Titans Second League
,576,32995,PHSOB 3,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
170,576,32995,Matt Rogerson,2936914,PHSOB 3,,PHSOB 3,3300,2,2,0,20,26,10.00,76.92,15,0,0,0,0,0,1,3,2023 Titans Second League
,576,32995,PHSOB 3,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
171,576,32995,Francois Viljoen,3912802,CBCOB 3,,CBCOB 3,3298,4,3,2,20,35,20.00,57.14,10,0,0,0,0,0,0,2,2023 Titans Second League
,576,32995,CBCOB 3,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
172,576,32995,Pieter Roos,2939189,HARLEQUINS 3,,HARLEQUINS 3,3306,5,3,1,19,22,9.50,86.36,11,0,0,0,0,1,0,0,2023 Titans Second League
,576,32995,HARLEQUINS 3,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
173,576,32995,Tyler Lockhart,3772078,PHSOB 3,,PHSOB 3,3300,4,3,1,19,60,9.50,31.67,9,0,0,0,0,0,0,1,2023 Titans Second League
,576,32995,PHSOB 3,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
174,576,32995,Barry Van Nieuwenhuize,3713345,TUT 3,,TUT 3,3305,5,5,1,19,61,4.75,31.15,8,0,0,0,0,0,0,1,2023 Titans Second League
,576,32995,TUT 3,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
175,576,32995,Danie Schoeman,4081323,SINOVILLE 3,,SINOVILLE 3,3302,1,1,0,18,40,18.00,45.00,18,0,0,0,0,0,0,2,2023 Titans Second League
,576,32995,SINOVILLE 3,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
176,576,32995,Stanley Fabri,3056139,SINOVILLE 3,,SINOVILLE 3,3302,1,1,0,17,12,17.00,141.67,17,0,0,0,0,0,1,2,2023 Titans Second League
,576,32995,SINOVILLE 3,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
177,576,32995,Stephan Lotter,2990921,SINOVILLE 3,,SINOVILLE 3,3302,1,1,0,17,15,17.00,113.33,17,0,0,0,0,0,1,1,2023 Titans Second League
,576,32995,SINOVILLE 3,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
178,576,32995,HJ A,3795620,CBCOB 3,,CBCOB 3,3298,1,1,0,17,15,17.00,113.33,17,0,0,0,0,0,1,1,2023 Titans Second League
,576,32995,CBCOB 3,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
179,576,32995,Renier Bornman,3759634,SINOVILLE 3,,SINOVILLE 3,3302,1,1,0,16,15,16.00,106.67,16,0,0,0,0,0,1,2,2023 Titans Second League
,576,32995,SINOVILLE 3,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
180,576,32995,James Twycross,2936917,PHSOB 3,,PHSOB 3,3300,2,1,0,16,16,16.00,100.00,16,0,0,0,0,0,1,0,2023 Titans Second League
,576,32995,PHSOB 3,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
181,576,32995,Schalk Pelzer,4187737,SINOVILLE 4,,SINOVILLE 4,3303,1,1,0,16,16,16.00,100.00,16,0,0,0,0,0,0,3,2023 Titans Second League
,576,32995,SINOVILLE 4,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
182,576,32995,Jason Skinner,3912803,CBCOB 3,,CBCOB 3,3298,2,1,0,16,21,16.00,76.19,16,0,0,0,0,0,1,1,2023 Titans Second League
,576,32995,CBCOB 3,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
183,576,32995,Jordan Lewis,3745387,SINOVILLE 4,,SINOVILLE 4,3303,1,1,0,16,28,16.00,57.14,16,0,0,0,0,0,0,3,2023 Titans Second League
,576,32995,SINOVILLE 4,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
184,576,32995,Dylan Engelbtecht,4186401,SINOVILLE 4,,SINOVILLE 4,3303,1,1,0,16,33,16.00,48.48,16,0,0,0,0,0,0,1,2023 Titans Second League
,576,32995,SINOVILLE 4,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
185,576,32995,Andre Kruyshaar,3772081,SINOVILLE 3,,SINOVILLE 3,3302,3,3,0,16,41,5.33,39.02,9,0,0,0,0,0,0,0,2023 Titans Second League
,576,32995,SINOVILLE 3,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
186,576,32995,Pieter Oosthuizen,4063614,SINOVILLE 3,,SINOVILLE 3,3302,2,2,0,16,43,8.00,37.21,14,0,0,0,0,0,0,1,2023 Titans Second League
,576,32995,SINOVILLE 3,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
187,576,32995,Steyn Niemand,4116052,HARLEQUINS 3,,HARLEQUINS 3,3306,1,1,1,15,11,--,136.36,15,0,0,0,0,0,0,1,2023 Titans Second League
,576,32995,HARLEQUINS 3,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
188,576,32995,Lehan Kirchner,4187742,PHSOB 3,,PHSOB 3,3300,1,1,0,15,11,15.00,136.36,15,0,0,0,0,0,2,0,2023 Titans Second League
,576,32995,PHSOB 3,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
189,576,32995,Regan Pruss,3713341,PHSOB 3,,PHSOB 3,3300,7,3,1,15,21,7.50,71.43,8,0,0,0,0,0,0,2,2023 Titans Second League
,576,32995,PHSOB 3,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
190,576,32995,Dylan Howe-Dreyer,2936902,PHSOB 3,,PHSOB 3,3300,1,1,0,15,28,15.00,53.57,15,0,0,0,0,0,0,2,2023 Titans Second League
,576,32995,PHSOB 3,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
191,576,32995,Christo Borman,3928458,SINOVILLE 3,,SINOVILLE 3,3302,1,1,0,14,10,14.00,140.00,14,0,0,0,0,0,0,0,2023 Titans Second League
,576,32995,SINOVILLE 3,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
192,576,32995,Keegan Thiele,4116049,HARLEQUINS 3,,HARLEQUINS 3,3306,1,1,0,14,11,14.00,127.27,14,0,0,0,0,0,0,3,2023 Titans Second League
,576,32995,HARLEQUINS 3,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
193,576,32995,Luca Bairos,3586611,SINOVILLE 4,,SINOVILLE 4,3303,2,2,0,14,20,7.00,70.00,14,0,0,0,0,1,0,2,2023 Titans Second League
,576,32995,SINOVILLE 4,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
194,576,32995,Du Preez Prinsloo,3242451,SINOVILLE 4,,SINOVILLE 4,3303,2,2,0,14,22,7.00,63.64,11,0,0,0,0,0,0,0,2023 Titans Second League
,576,32995,SINOVILLE 4,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
195,576,32995,Michael Stoop,2936908,PHSOB 3,,PHSOB 3,3300,2,2,1,14,32,14.00,43.75,9,0,0,0,0,0,0,1,2023 Titans Second League
,576,32995,PHSOB 3,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
196,576,32995,Tyler Miller,3729934,IRENE VILLAGERS 3,,IRENE VILLAGERS 3,3299,7,4,0,14,36,3.50,38.89,6,0,0,0,0,1,0,1,2023 Titans Second League
,576,32995,IRENE VILLAGERS 3,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
197,576,32995,Eugene Joubert,4187738,SINOVILLE 4,,SINOVILLE 4,3303,1,1,0,13,11,13.00,118.18,13,0,0,0,0,0,0,3,2023 Titans Second League
,576,32995,SINOVILLE 4,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
198,576,32995,Kevin Pretorius,2936906,PHSOB 3,,PHSOB 3,3300,1,1,0,13,17,13.00,76.47,13,0,0,0,0,0,1,1,2023 Titans Second League
,576,32995,PHSOB 3,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
199,576,32995,Shafiq Jacobs,3783177,HARLEQUINS 3,,HARLEQUINS 3,3306,1,1,0,12,8,12.00,150.00,12,0,0,0,0,0,0,3,2023 Titans Second League
,576,32995,HARLEQUINS 3,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
200,576,32995,Andro Vosloo,3713342,PHSOB 3,,PHSOB 3,3300,5,3,1,12,12,6.00,100.00,9,0,0,0,0,0,1,0,2023 Titans Second League
,576,32995,PHSOB 3,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
201,576,32995,Riley Miller,4143527,SINOVILLE 3,,SINOVILLE 3,3302,1,1,0,12,12,12.00,100.00,12,0,0,0,0,0,0,2,2023 Titans Second League
,576,32995,SINOVILLE 3,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
202,576,32995,Christie Klopper,3772083,SINOVILLE 3,,SINOVILLE 3,3302,4,3,1,12,21,6.00,57.14,12,0,0,0,0,1,0,2,2023 Titans Second League
,576,32995,SINOVILLE 3,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
203,576,32995,Trent Hardie,4116169,IRENE VILLAGERS 3,,IRENE VILLAGERS 3,3299,4,3,1,12,21,6.00,57.14,7,0,0,0,0,0,0,1,2023 Titans Second League
,576,32995,IRENE VILLAGERS 3,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
204,576,32995,Hanco Hertzog,3928457,SINOVILLE 3,,SINOVILLE 3,3302,1,1,0,11,9,11.00,122.22,11,0,0,0,0,0,0,0,2023 Titans Second League
,576,32995,SINOVILLE 3,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
205,576,32995,Gerrie Marais,3783169,HARLEQUINS 3,,HARLEQUINS 3,3306,3,2,1,11,10,11.00,110.00,10,0,0,0,0,0,0,2,2023 Titans Second League
,576,32995,HARLEQUINS 3,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
